,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_lambda_f,flaps_cf/c,flaps_Sf/S,cruise_height,cruise_mach,cruise_range,engine_number,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,engine_options_A318-111,engine_options_A318-112,engine_options_A318-121,engine_options_A318-122,clean_cd0,clean_k,clean_e,clean_gears,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction
pax_low,-0.07119518483434441,0.56597651427579,0.9663125371311291,0.9531482986768697,0.9559673911531575,0.9384151389195193,0.04722731950105884,0.902829109848627,0.9117119301616456,0.9670119948122913,1.0,0.9969926111047052,0.9566029419285286,0.9409467477575698,0.924870263692543,0.941983134027768,0.9172991142495689,0.86141925814527,0.9284159173044686,-0.8431759832819112,0.6350953135601889,-0.2968248517233169,-0.005244221543659387,-0.6479510403586769,-0.7884255878947636,,0.9035260217744453,0.8827090078164376,0.3716967129536293,0.8303352850057206,0.8867079365290665,-0.5957576365314701,-0.817714242036485,0.2904008642088058,0.9663125371311291,0.9531482986768697,0.9559673911531574,0.9384151389195193,0.04722731950105881,0.9028291098486271,0.9117119301616459,,,,,,-0.015836622932106238,0.010840801678156969,,0.2749179489424773,0.13456367812459918,0.6024870902079091,0.6104836919445195,-0.010300430208311237,-0.07260199765777493,0.1280194510561758,-0.09514090933571474,-0.051405557814885906
pax_high,-0.06810117132589891,0.5734942622854791,0.9618152296055231,0.9489304753415571,0.9516290823689794,0.9314066617995149,0.007565558767203744,0.8868258456242466,0.8956602401020941,0.9625392465276431,0.9969926111047052,1.0,0.9558048104928095,0.9293612323659409,0.916673048251702,0.9343884486832605,0.9112491880773324,0.8527951704676182,0.9126636911128455,-0.8287620315856793,0.6247526488396347,-0.2703947665146316,-0.012161852834869338,-0.6396932719990658,-0.7711740421414923,,0.8899884896010192,0.8778538617005597,0.3447295592482342,0.8389498642122873,0.8701359704215439,-0.6228912602706451,-0.8014833861916283,0.27972966221093715,0.9618152296055231,0.9489304753415573,0.9516290823689794,0.9314066617995149,0.0075655587672037545,0.8868258456242465,0.8956602401020946,,,,,,-0.02087634741049661,-0.005681814604451871,,0.2783590007952651,0.13749788414929542,0.6016140778192701,0.6046820836932459,-0.010242506605216218,-0.07330544804014898,0.1268254823595021,-0.09375246881621081,-0.049560951145080606
fuselage_length,-0.10503126615822228,0.556656480246725,0.9923759988040233,0.9936422703228918,0.9929828861440398,0.9812368299471753,0.138482674793853,0.9507517827745933,0.8957311995122162,0.9873556491833162,0.9566029419285286,0.9558048104928095,1.0,0.9647776608236838,0.9806442320617392,0.9878695392709507,0.9839570204779197,0.8785085302106438,0.9619015856867867,-0.864884120616051,0.5383612395892253,-0.32360370378373243,-0.00828417871147114,-0.784928494204618,-0.8548574410324634,,0.9629331669864948,0.9519527511796219,0.140292983473618,0.8621960141764888,0.8571340853805424,-0.6632406631599383,-0.9109098002756726,0.4518760088827297,0.9923759988040232,0.993642270322892,0.9929828861440396,0.9812368299471755,0.1384826747938531,0.9507517827745933,0.8957311995122162,,,,,,-0.017717285276825107,0.05215028210386563,,0.27322497733996143,0.13645848979891612,0.6438961518806979,0.6312495522605042,-0.012049969568781533,-0.09203480373374662,0.1485356762417203,-0.10605758985829083,-0.054600450724173626
fuselage_height,-0.09213470133965629,0.5329913660636202,0.9843107805864887,0.982255848206628,0.9857682158063836,0.9830592886181405,0.26492835024044425,0.9762577193922357,0.929619702340036,0.9812452069195061,0.9409467477575698,0.9293612323659409,0.9647776608236838,1.0,0.9898544444327994,0.985063664473288,0.979663087381062,0.9044867149916134,0.9901917402494325,-0.8810317727422057,0.6185358982699508,-0.27699604141244216,-0.004009593658630815,-0.6889221639994751,-0.797299334570021,,0.963642839052235,0.9632731430576015,0.2792753626668827,0.7569435567527599,0.8168366153017805,-0.5139471813869902,-0.9247891718784174,0.5017842233580224,0.9843107805864887,0.9822558482066278,0.985768215806384,0.9830592886181405,0.26492835024044425,0.9762577193922355,0.929619702340036,,,,,,-0.040543009747830434,0.08745381314559725,,0.2626360324962967,0.12919935704284755,0.631431761028791,0.6377501010878488,-0.01080658097896281,-0.08677558839843073,0.14304889643746982,-0.10460903596527954,-0.05130507521089339
fuselage_width,-0.10894543267237437,0.5382043894512129,0.9897331339463221,0.9929975844223319,0.9941679023410436,0.9930234563309694,0.2506755466982373,0.9787239502752776,0.9096709812338605,0.9824005022517331,0.924870263692543,0.916673048251702,0.9806442320617392,0.9898544444327994,1.0,0.9953092393743405,0.9966148648434676,0.9041165304032203,0.9861821343878966,-0.8788206995264016,0.578093682272085,-0.30934106035712433,-0.004323494439751318,-0.7639246274237951,-0.8347544346355829,,0.9777188407866477,0.9753382155739303,0.15400277780754784,0.7926124058270811,0.81811240910842,-0.5713154054896022,-0.947849676438305,0.5354806540534714,0.9897331339463221,0.9929975844223317,0.9941679023410437,0.9930234563309694,0.2506755466982374,0.9787239502752776,0.9096709812338597,,,,,,-0.035283282027011524,0.091465026661516,,0.2674283702120451,0.1320342501599404,0.64914690076364,0.6399885017207099,-0.01133199398341481,-0.09345166964661886,0.15035442931599838,-0.1086467186780639,-0.05258137291774789
wing_area,-0.11196410424684045,0.540009476799918,0.9922266442344889,0.9934214647972601,0.9962882757793207,0.9884902004098264,0.20067920041307977,0.9752898545481398,0.9192960322836378,0.9825230648564571,0.941983134027768,0.9343884486832605,0.9878695392709507,0.985063664473288,0.9953092393743405,1.0,0.9966376734671524,0.8802716349039169,0.9852133279648384,-0.8854099393930577,0.5509462110988269,-0.3376934651186035,-0.0033289597431087254,-0.7849360432158901,-0.8583109196706085,,0.9828003244870042,0.9715801465402244,0.16394005144472495,0.8145135393981078,0.8491999004971815,-0.5895630797937013,-0.9525254679217984,0.48898327210385806,0.9922266442344887,0.9934214647972601,0.9962882757793207,0.9884902004098264,0.20067920041307977,0.9752898545481398,0.9192960322836378,,,,,,-0.028244098116610213,0.07944254417754701,,0.2693236360208923,0.13482638074834144,0.6531288446555694,0.6454220071763052,-0.011633457928660275,-0.09148864935715398,0.15117687406192898,-0.10992137982361655,-0.05567597273524122
wing_span,-0.11355635872939117,0.5307622716859302,0.9855460878128067,0.9907165738912372,0.9926120105258708,0.98786808315164,0.22094122676743605,0.9716186855049995,0.8964008936570814,0.9765760335122122,0.9172991142495689,0.9112491880773324,0.9839570204779197,0.979663087381062,0.9966148648434676,0.9966376734671524,1.0,0.8804846253313314,0.9789800582633013,-0.8707425144176507,0.5212941262041516,-0.32800997217734174,-0.0007184666287904757,-0.7978529179775324,-0.8531087401126176,,0.97976562657007,0.9783219867258188,0.1099107531694749,0.8065346824854464,0.8156263556603555,-0.59807441246178,-0.9595694311426021,0.5342437812817961,0.9855460878128066,0.9907165738912372,0.9926120105258708,0.9878680831516399,0.22094122676743613,0.9716186855049999,0.8964008936570809,,,,,,-0.03178393801739884,0.08491746614054176,,0.2647735414048096,0.13174513352966297,0.6532211524943495,0.6400896234311044,-0.0115220286736024,-0.09535414032427722,0.153468355800056,-0.11090967788060876,-0.05370505043480166
wing_mac,-0.0905730349909707,0.529386434831668,0.9119123109242441,0.9149804770811937,0.9029303248877459,0.9395428886143768,0.20214519978232778,0.8539933535147883,0.754138331961366,0.9297784790864964,0.86141925814527,0.8527951704676182,0.8785085302106438,0.9044867149916134,0.9041165304032203,0.8802716349039169,0.8804846253313314,1.0,0.8806057539159546,-0.6982483489343798,0.739178795347898,-0.38733292174190187,-0.026828256599072366,-0.6213935647849541,-0.7493188798299417,,0.8278108564699383,0.8266549007704921,0.3182936372841324,0.7497852477298129,0.7694680384574613,-0.5512939851291324,-0.767020655687753,0.6397637229436539,0.9119123109242439,0.9149804770811937,0.9029303248877459,0.9395428886143771,0.20214519978232776,0.8539933535147882,0.7541383319613658,,,,,,-0.027759203343995155,0.0826945092685137,,0.23911653100566002,0.11610867579338258,0.5443697313798977,0.5160277513382191,-0.00999058966346975,-0.07256704783873874,0.11735628902458929,-0.08717496160313008,-0.03735374828163486
wing_sweep,-0.11851869013692663,0.5242288137155471,0.977859201291325,0.9767050331587599,0.9806021497279253,0.9754265224468949,0.3393035262469478,0.9944625391155462,0.9504208148173715,0.971171896730999,0.9284159173044686,0.9126636911128455,0.9619015856867867,0.9901917402494325,0.9861821343878966,0.9852133279648384,0.9789800582633013,0.8806057539159546,1.0,-0.9222983887723436,0.6099541286951798,-0.3555996619761498,0.0012788567362393283,-0.7544331217668969,-0.8521063856731752,,0.9867361725343193,0.9663350725802237,0.24456042567189867,0.7404040773696773,0.8406586490997662,-0.4772038450517403,-0.9430701492483465,0.504107950952226,0.9778592012913251,0.9767050331587599,0.9806021497279251,0.9754265224468949,0.339303526246948,0.9944625391155462,0.9504208148173715,,,,,,-0.028067561162673324,0.12630260751548586,,0.2611619945270353,0.1272985894254653,0.6338300935078428,0.6488771788958603,-0.011501348523071551,-0.08777288249014098,0.149676759148372,-0.11025509095756068,-0.05717710579077916
wing_t/c,0.1359837157808344,-0.4968554350455017,-0.8760846121757677,-0.8671509898567525,-0.8771508161816878,-0.8462698589060418,-0.46701598853008797,-0.9489337257569299,-0.976995126921321,-0.8499348362814109,-0.8431759832819112,-0.8287620315856793,-0.864884120616051,-0.8810317727422057,-0.8788206995264016,-0.8854099393930577,-0.8707425144176507,-0.6982483489343798,-0.9222983887723436,1.0,-0.6122257205282349,0.27111916109161366,0.009548452055243174,0.7178765258693831,0.7800834090576627,,-0.9418244454617557,-0.8921864652070706,-0.1393751715911041,-0.6012230032183337,-0.7765274971857901,0.3144156896986085,0.8574812682769134,-0.28408672118196754,-0.8760846121757676,-0.8671509898567523,-0.877150816181688,-0.8462698589060413,-0.46701598853008786,-0.9489337257569299,-0.9769951269213215,,,,,,0.01890240793962422,-0.17292935981039578,,-0.26661909749122836,-0.12772473270561094,-0.5942527013209064,-0.643850640278053,0.010912873655632564,0.0821677607753907,-0.14694653397937307,0.10883106349757307,0.061650492441860945
flaps_area,-0.09793126440277197,0.4473766203823877,0.6108383388939773,0.5879879040717325,0.5827939558665622,0.6132438121023791,0.30800354269161767,0.6071602268224139,0.6527964185428851,0.6173518297134383,0.6350953135601889,0.6247526488396347,0.5383612395892253,0.6185358982699508,0.578093682272085,0.5509462110988269,0.5212941262041516,0.739178795347898,0.6099541286951798,-0.6122257205282349,1.0,-0.235812339274395,-0.054620900912623414,-0.23670743913763892,-0.41674870683759996,,0.5417172500281111,0.49879833388694705,0.4798842596561938,0.3371164336038992,0.5829025267938793,-0.07533846523920373,-0.3984114464018139,0.30769809004453097,0.6108383388939773,0.5879879040717325,0.5827939558665624,0.6132438121023789,0.3080035426916177,0.6071602268224139,0.6527964185428851,,,,,,-0.015712951658812976,0.17353535905390613,,0.21623543871602252,0.09600297657990074,0.3382457131068043,0.35145456138357506,-0.006287559246442335,-0.029515786957766528,0.05959798023957783,-0.04752696770262244,-0.02505647780791404
flaps_bf/b,0.2140095550590704,-0.14850008955570912,-0.32171214467263387,-0.331392669488483,-0.3198697392093005,-0.35989036710464767,-0.16174570234736851,-0.33579906541267557,-0.2379027946301602,-0.33935211971705975,-0.2968248517233169,-0.2703947665146316,-0.32360370378373243,-0.27699604141244216,-0.30934106035712433,-0.3376934651186035,-0.32800997217734174,-0.38733292174190187,-0.3555996619761498,0.27111916109161366,-0.235812339274395,1.0,-0.008820484674248742,0.6710921115046715,0.7373015728938513,,-0.374439619539732,-0.24865679862662426,-0.1739158670708095,-0.3100941314644426,-0.5472067404825843,0.15145964022584718,0.36338496321329045,-0.5164750765893051,-0.32171214467263376,-0.33139266948848284,-0.3198697392093004,-0.3598903671046478,-0.1617457023473685,-0.33579906541267524,-0.23790279463016037,,,,,,-0.09445019447421873,-0.22081090247504878,,-0.04532173694187654,-0.02492329898001681,-0.16778734585479288,-0.14996160152239185,0.009738154099283303,0.0143528797199169,-0.06614452159677557,0.06013144311017887,0.044493101852260464
flaps_lambda_f,0.009223271312138447,-0.011659866048840891,-0.010358601480533566,-0.014195527472806866,-0.005076653783150786,-0.01019119503121112,0.010460946212027209,-0.0005339036353576638,0.005431032002415307,-0.011750678647824397,-0.005244221543659387,-0.012161852834869338,-0.00828417871147114,-0.004009593658630815,-0.004323494439751318,-0.0033289597431087254,-0.0007184666287904757,-0.026828256599072366,0.0012788567362393283,0.009548452055243174,-0.054620900912623414,-0.008820484674248742,1.0,-0.01203576734893317,-0.0053279336424269085,,0.005712963027454411,0.009203419478735774,-0.0057090100279314875,-0.015397976745810862,-0.0006731261782761638,0.03246928438723539,-0.013523080423135188,-0.06950762541286816,-0.010355842747667569,-0.014192011085392475,-0.005074868414904812,-0.010188278348916363,0.010460039404421405,-0.0005326606507111264,0.005430671373123934,,,,,,0.003615685819480012,0.005440095101365341,,0.012705537874851281,-0.20746589628466056,0.029138235592659968,0.04211267543881852,0.0009655626799028157,0.00688773230419176,-0.0106118857190529,0.00738423814006083,0.00372472711224255
flaps_cf/c,0.20011908502542092,-0.38778410268480945,-0.7492033651183349,-0.768438317519782,-0.7637656979834682,-0.7616731730904479,-0.2384654682949034,-0.7703571243811564,-0.652813469956932,-0.7314162441698799,-0.6479510403586769,-0.6396932719990658,-0.784928494204618,-0.6889221639994751,-0.7639246274237951,-0.7849360432158901,-0.7978529179775324,-0.6213935647849541,-0.7544331217668969,0.7178765258693831,-0.23670743913763892,0.6710921115046715,-0.01203576734893317,1.0,0.9473317192362611,,-0.8278559357362874,-0.759202485967516,0.22228189887148747,-0.7012291188157251,-0.7327450639933457,0.5492121899990756,0.8271743476996258,-0.5296188569365546,-0.7492033651183346,-0.7684383175197821,-0.7637656979834679,-0.761673173090448,-0.23846546829490328,-0.7703571243811563,-0.6528134699569323,,,,,,-0.03674130835178885,-0.15974918009355593,,-0.19531351437203728,-0.09755402947016595,-0.526957106217298,-0.4986665455069766,0.012607258290046199,0.08403270768166081,-0.14972679915885548,0.11149819861316404,0.061111282369654865
flaps_Sf/S,0.19151841698659236,-0.4420774539220624,-0.8405057927306495,-0.8489961947424333,-0.8443908521031421,-0.8475522007833856,-0.24164706085089038,-0.8467010290032887,-0.76133316538073,-0.8356655077971316,-0.7884255878947636,-0.7711740421414923,-0.8548574410324634,-0.797299334570021,-0.8347544346355829,-0.8583109196706085,-0.8531087401126176,-0.7493188798299417,-0.8521063856731752,0.7800834090576627,-0.41674870683759996,0.7373015728938513,-0.0053279336424269085,0.9473317192362611,1.0,,-0.8836146971001061,-0.7976561882883987,-0.09117063221758599,-0.7568210306272688,-0.8754347967774188,0.5364215747329686,0.8441051160204832,-0.539487746329838,-0.840505792730649,-0.8489961947424334,-0.844390852103142,-0.8475522007833857,-0.24164706085089027,-0.8467010290032889,-0.7613331653807304,,,,,,-0.036190225006756484,-0.15744427324296215,,-0.20954600045885347,-0.10605307290572197,-0.542497330533812,-0.5351597681312426,0.013531137246338617,0.07453647563901394,-0.1456043272236263,0.11142497218951859,0.06571969215476468
cruise_height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cruise_mach,-0.1374082029836572,0.5168890177906761,0.965644350516792,0.9673695003581682,0.972121362956737,0.9595322566875865,0.3363025807281168,0.9923176495604161,0.9459889182326495,0.9496741908023948,0.9035260217744453,0.8899884896010192,0.9629331669864948,0.963642839052235,0.9777188407866477,0.9828003244870042,0.97976562657007,0.8278108564699383,0.9867361725343193,-0.9418244454617557,0.5417172500281111,-0.374439619539732,0.005712963027454411,-0.8278559357362874,-0.8836146971001061,,1.0,0.9700551568869658,0.11145254519746343,0.7501090363451797,0.8379858157399744,-0.4987330581030789,-0.9633741351794338,0.4749474192974846,0.9656443505167921,0.9673695003581685,0.9721213629567371,0.9595322566875863,0.33630258072811675,0.9923176495604165,0.9459889182326495,,,,,,-0.0185333971124149,0.1359187286395323,,0.26452285914692486,0.1290634628877699,0.6484395453151617,0.6579525762820032,-0.011890519739020135,-0.09316279249687702,0.1578109098116813,-0.11529221295251753,-0.06098502375474183
cruise_range,-0.11196153279197346,0.5023688386145126,0.954752319131746,0.9590983126078654,0.9668548704406735,0.9562955412056198,0.30711094543711487,0.9685915567000606,0.905338183754203,0.9475054145425265,0.8827090078164376,0.8778538617005597,0.9519527511796219,0.9632731430576015,0.9753382155739303,0.9715801465402244,0.9783219867258188,0.8266549007704921,0.9663350725802237,-0.8921864652070706,0.49879833388694705,-0.24865679862662426,0.009203419478735774,-0.759202485967516,-0.7976561882883987,,0.9700551568869658,1.0,0.08006178994622602,0.699874719467183,0.7203355443535511,-0.48050075555542726,-0.9569077365488633,0.5128414109898942,0.9547523191317457,0.9590983126078654,0.9668548704406735,0.9562955412056198,0.3071109454371149,0.9685915567000605,0.9053381837542028,,,,,,-0.031066157380158048,0.1189326073309002,,0.2602964259088501,0.12371070650080677,0.6481692326840172,0.6488972338967277,-0.009064541993489125,-0.10185473064102035,0.15724022411799646,-0.11148614910028021,-0.05228457426573995
