origin_icao,destination_icao,average_load_factor
KLBB,KSNA,0.5
KLGA,KCMH,0.5
KLGA,KIAH,0.5
KLGA,KMCO,0.5
KLGA,KMIA,0.5
KLGA,KORD,0.5
KMCO,KAUS,0.5
KMCO,KBOS,0.34044179954949644
KMCO,KEWR,0.5
KMCO,MMGL,0.6891891891891891
KMCO,MROC,0.6345713487354245
KMCO,SKBO,0.6562213491948463
KMCO,SKRG,0.5
KMDW,MMAS,0.35191597186621265
KMDW,MMDO,0.40495246438484744
KMDW,MMGL,0.5093451003861607
KMDW,MMLO,0.5948382788450712
KMDW,MMMM,0.44458044194525526
KMDW,MMZC,0.34085132416928565
KMEM,KEWR,0.5
KMEM,KFNT,0.5
KMIA,EHAM,0.5
KMIA,KBOS,0.5103194989081825
KMIA,KEWR,0.5
KMIA,KIAH,0.5
KMIA,KLGA,0.5
KMIA,KMEM,0.5
KMIA,KORD,0.5
KMIA,MHLM,0.2711975111623608
KMIA,MMGL,0.5
KMIA,MMMY,0.5
KMIA,MNMG,0.5577983327623616
KMIA,MPTO,0.5276625645942687
KMIA,MROC,0.6120496598505716
KMIA,MSLP,0.5285108567901234
KMIA,PANC,0.5
KMIA,SAEZ,0.33651551312649164
KMIA,SBCT,0.5
KMIA,SBEG,0.30602190567030635
KMIA,SBFL,0.5829579579579579
KMIA,SBKP,0.5
KMIA,SEGU,0.5512907047709025
KMIA,SEQM,0.371353018510847
KMIA,SGAS,0.4308321106686229
KMIA,SGES,0.3770034843205574
KMIA,SKBO,0.3901099538370555
KMIA,SKBQ,0.5
KMIA,SKCG,0.35585585585585583
KMIA,SKCL,0.5
KMIA,SKRG,0.451854783736834
KMIA,SUMU,0.5857067510548523
KMKE,KLAS,0.5
KMSP,KATL,0.5
KMSP,KDEN,0.5
KMSP,KDTW,0.7021812577796218
KMSY,KBOS,0.3873355263157895
KMSY,KTPA,0.5
KMYR,KBOS,0.36227415245250466
KOAK,KSAN,0.5
KOAK,MMGL,0.5685205128984636
KOAK,MMLO,0.5762041625741038
KOAK,MMMM,0.6857015483924292
KOAK,MMMX,0.5442682317682318
KOAK,MMMY,0.5625
KOAK,MMSD,0.6452797486194182
KOAK,MMZC,0.4688995215311005
KOAK,MSLP,0.8024743488620357
KONT,MMGL,0.42813023292615787
KONT,MMLO,0.5
KONT,MMMM,0.5
KONT,MSLP,0.5
KONT,RCTP,0.5650669106357655
KORD,EHAM,0.5
KORD,KEWR,0.5
KORD,KLAX,0.5
KORD,KTPA,0.5
KORD,MGGT,0.5
KORD,MMGL,0.7079100529100529
KORD,MMLO,0.6811497326203209
KORD,MMMM,0.6888148667601682
KORD,MMMX,0.47837489966667995
KORD,MMMY,0.6
KORD,MMQT,0.719435736677116
KORD,SKBO,0.5256385323479839
KORF,KBOS,0.3636363636363636
KPBI,KMEM,0.5
KPDX,EHAM,0.36559139784946243
KPDX,KLAS,0.5
KPDX,MMGL,0.5697495239928317
KPHL,KLAS,0.5
KPHL,KMCO,0.5
KPHL,KRSW,0.5
KPHL,KTPA,0.5
KPHL,MDPC,0.5
KPHL,MMUN,0.5
KPHX,MMGL,0.5
KRNO,MMGL,0.3977600681805561
KROC,KMEM,0.5
KRSW,KBOS,0.3728448275862069
KRSW,KEWR,0.5
KRSW,KORD,0.5
KSAN,KOAK,0.5
KSAT,MMGL,0.5
KSEA,KLAS,0.5
KSEA,MMGL,0.4824414715719063
KSEA,PANC,0.5
KSEA,RCTP,0.49046728971962616
KSEA,WSAP,0.39071038251366125
KSFO,EHAM,0.5
KSFO,LFPO,0.5
KSFO,MSLP,0.595982456140351
KSFO,NFFN,0.5
KSFO,VVTS,0.2784105265936675
KSFO,ZSPD,0.5
KSJC,MMGL,0.4913527322455391
KSJC,MMLO,0.5634543423159423
KSJC,MMMM,0.6238938001896505
KSJC,MMZC,0.6085077553269308
KSLC,EHAM,0.5
KSMF,MMGL,0.6594007371463991
KSMF,MMLO,0.4900079524714057
KSMF,MMMM,0.7222222222222222
KSMF,MMMX,0.5
KTPA,KBNA,0.5
KTPA,KBOS,0.41569767441860467
KTPA,KBWI,0.5
KTPA,KDTW,0.5
KTPA,KIND,0.5
KTPA,KMEM,0.5
KTPA,KMSY,0.5
KTPA,KORD,0.6105072463768116
KTPA,KPHL,0.5
KTPA,KPIT,0.5
KTPA,KSDF,0.5
KTPA,SKBO,0.41712454212454214
LATI,EGSS,0.5
LBBG,EGGW,0.5
LCLK,EGKK,0.5
LCPH,EGKK,0.5
LDDU,EHAM,0.5
LDSP,EHAM,0.5
LDZA,LTFJ,0.5
LEBL,KATL,0.5
LEBL,SKBO,0.6047045850180934
LEMD,KAUS,0.5
LEMD,MUHA,0.5
LEMD,SBKP,0.5
LEMD,SKBO,0.5274282049941664
LEMD,SKCL,0.3875181422351233
LEMD,SKRG,0.572289156626506
LEMD,ZSPD,0.22041796420563312
LEMD,ZSWZ,0.30146699782908964
LEZG,VIDP,0.5
LFMN,LUKK,0.5
LFPG,EDDP,0.5
LFPG,SKBO,0.6039751392497135
LFPG,ZSPD,0.5
LFPO,KSFO,0.5
LFPO,SBKP,0.5
LFRG,LGIR,0.5
LGAV,EGPH,0.45833333333333337
LGAV,EHAM,0.6316277528244425
LGAV,LEVC,0.5
LGKR,EGSS,0.5
LHBP,EHAM,0.7420133821152672
LHBP,LTFJ,0.47222222222222215
LHBP,ZHCC,0.23256954468171345
LHBP,ZSPD,0.432933237457824
LHBP,ZUTF,0.5
LIMC,EDDP,0.5
LIMC,KCVG,0.48484848484848486
LIMC,KJFK,0.5
LIMC,ZLXY,0.515388845939539
LIMF,LUKK,0.5
LIPE,LUKK,0.5
LIPX,LUKK,0.5
LIPZ,EHAM,0.5
LIPZ,ZSPD,0.18870759440751517
LIRF,KATL,0.5
LIRF,KJFK,0.6666666666666666
LIRF,KLAX,0.5581395348837208
LIRF,RCTP,0.5
LIRF,RJTT,0.5150478796169631
LIRF,SAEZ,0.6090476190476191
LIRF,SBGR,0.6245467721393035
LIRF,ZSPD,0.5
LIRN,EHAM,0.5
LKPR,EHAM,0.5
LKPR,LKTB,0.5
LKPR,RCTP,0.5109289617486339
LKTB,LKPR,0.5
LKTB,LKTB,0.5
LLBG,EBLG,0.5
LLBG,KJFK,0.5
LMML,LMML,0.5
LOWW,EHAM,0.612216170323867
LOWW,KEWR,0.6183574879227053
LOWW,KJFK,0.671247372139495
LOWW,RCTP,0.5070422535211269
LPPD,SKBO,0.5
LPPT,EHAM,0.5
LPPT,LUKK,0.5
LPPT,SBKP,0.5
LRBC,EGGW,0.5413582314941253
LRCK,EGGW,0.6900061636038484
LRCL,EIDW,0.5
LROD,EGSS,0.625514403292181
LROP,EHAM,0.5772841141649384
LROP,EIDW,0.5
LROP,KJFK,0.5
LRSV,EGGW,0.5412946567641002
LSGG,ZSPD,0.603745810385192
LSZH,OMDW,0.5
LTAC,EDDK,0.6051856801394873
LTAC,EDDL,0.5
LTAJ,EDDL,0.43939393939393945
LTAU,EDDK,0.5
LTAU,EDDL,0.5
LTBS,EGSS,0.5
LTCB,EDDL,0.5
LTCG,EDDL,0.5
LTDB,EDDK,0.354978354978355
LTDB,EDDL,0.523168908819133
LTFE,EDDK,0.5
LTFJ,EBCI,0.3053435114503817
LTFJ,EDDF,0.5
LTFJ,EDDH,0.7183673469387755
LTFJ,EDDK,0.46257846450989853
LTFJ,EDDL,0.7732727272727273
LTFJ,EDDM,0.5
LTFJ,EDDS,0.5523809523809524
LTFJ,EDDV,0.394736842105263
LTFJ,EFHK,0.32385575589459087
LTFJ,EGBB,0.6275000000000002
LTFJ,EGCC,0.5131313131313131
LTFJ,EGGD,0.33846153846153837
LTFJ,EGPH,0.42767295597484273
LTFJ,EGSS,0.3169472502805836
LTFJ,EHEH,0.5
LTFJ,EIDW,0.1958470976875885
LTFJ,EKCH,0.4052287581699347
LTFJ,ESSA,0.3175287356321839
LTFJ,LDZA,0.3999999999999998
LTFJ,LHBP,0.5
LTFJ,LZIB,0.3430232558139533
LTFM,EHAM,0.653003003003003
LTFM,KORD,0.5
LUKK,EBBR,0.3111559139784946
LUKK,EDDB,0.5
LUKK,EDDL,0.45526960784313725
LUKK,EDDM,0.5
LUKK,EDFH,0.3575484301937208
LUKK,EGCC,0.584793491864831
LUKK,EGGW,0.37176405325443784
LUKK,EGSS,0.34714828897338407
LUKK,EHAM,0.31709378710324093
LUKK,EIDW,0.23702558237509314
LUKK,LFMN,0.5
LUKK,LFPG,0.1814154451979873
LUKK,LIMC,0.5
LUKK,LIPE,0.5
LUKK,LIPX,0.6377473363774734
LUKK,LKPR,0.5
LUKK,LPPT,0.5699605964614077
LZIB,LTFJ,0.6333333333333339
MGGT,KIAD,0.4787305907644438
MGGT,KJFK,0.40204185348277105
MGGT,KLAX,0.4713866325593514
MGGT,KMIA,0.5
MGGT,KORD,0.6532939535646894
MGGT,MMUN,0.5
MGGT,MROC,0.5059229146787397
MHLM,KJFK,0.6878600823045268
MHLM,KMIA,0.4318774358974359
MHLM,MROC,0.5
MMAS,KLAX,0.39084275613763375
MMAS,KMDW,0.45640644571428574
MMAS,MMTJ,0.4166666666666667
MMCL,KPHX,0.5
MMCL,MMTJ,0.5
MMCS,MMTJ,0.3598039215686275
MMCU,KDEN,0.3818355008424695
MMCU,MMTJ,0.5570689778627281
MMDO,KMDW,0.5098504650887349
MMDO,MMTJ,0.5
MMEP,KLAX,0.5416666666666666
MMGL,KCLT,0.5244755244755245
MMGL,KDEN,0.31685167365668604
MMGL,KDFW,0.42696723172057005
MMGL,KEWR,0.5555555555555556
MMGL,KFAT,0.549493147561602
MMGL,KIAH,0.2592482246707916
MMGL,KJFK,0.4243966674084506
MMGL,KLAS,0.3814880389719272
MMGL,KLAX,0.6236691202535565
MMGL,KMCO,0.32142857142857145
MMGL,KMDW,0.40458106085193485
MMGL,KOAK,0.5600164950777625
MMGL,KONT,0.5865692028024648
MMGL,KORD,0.6861797350519155
MMGL,KPDX,0.3195822994210091
MMGL,KPHX,0.6349206349206349
MMGL,KRNO,0.4583778333295415
MMGL,KSAT,0.5
MMGL,KSEA,0.3746015934640734
MMGL,KSJC,0.3661190243787656
MMGL,KSMF,0.31105021403655947
MMGL,MROC,0.5
MMHO,MMTJ,0.5
MMLO,KFAT,0.42809583180016464
MMLO,KLAX,0.3829422623980944
MMLO,KMDW,0.43463388174208745
MMLO,KOAK,0.6099569729543557
MMLO,KONT,0.5
MMLO,KORD,0.6721150752313675
MMLO,KSJC,0.4681535810397049
MMLO,KSMF,0.5279263839650793
MMLO,MMTJ,0.4
MMMM,KDFW,0.5238095238095238
MMMM,KFAT,0.4523809523809524
MMMM,KIAH,0.3333333333333333
MMMM,KLAX,0.48865085922868684
MMMM,KMDW,0.5482346060808421
MMMM,KOAK,0.5004829915893154
MMMM,KONT,0.5
MMMM,KORD,0.49236910416437857
MMMM,KSJC,0.5443183540494486
MMMM,KSMF,0.6988636363636364
MMMM,MMTJ,0.4444444444444444
MMMX,EHAM,0.5
MMMX,KDEN,0.5
MMMX,KDFW,0.593425062316297
MMMX,KLAX,0.5
MMMX,KOAK,0.5368579974890487
MMMX,KORD,0.39285714285714285
MMMX,KSMF,0.5
MMMX,MMTJ,0.5
MMMX,MROC,0.674436218621611
MMMY,KDEN,0.5625
MMMY,KDFW,0.5625
MMMY,KIAH,0.5
MMMY,KLAX,0.5714285714285714
MMMY,KMIA,0.4666666666666666
MMMY,KOAK,0.5
MMMY,KORD,0.6103896103896104
MMMY,MMTJ,0.3542857142857143
MMMZ,MMTJ,0.5
MMOX,KLAX,0.37398592430490535
MMOX,MMTJ,0.5
MMPB,MMTJ,0.5
MMPN,KLAX,0.4074074074074074
MMQT,KLAX,0.3833977174739134
MMQT,KORD,0.5125
MMQT,MMTJ,0.5
MMSD,KOAK,0.5000449070122458
MMSM,MMTJ,0.5714285714285714
MMSM,SBKP,0.3539682352123779
MMSM,SCEL,0.5
MMSP,KDFW,0.5
MMSP,KIAH,0.4583333333333333
MMSP,MMTJ,0.5499999999999999
MMTC,MMTJ,0.5
MMTG,MMTJ,0.6
MMTJ,KLAX,0.5
MMTJ,MMAS,0.5
MMTJ,MMCN,0.5
MMTJ,MMCS,0.49901984749476036
MMTJ,MMCU,0.48333333333333334
MMTJ,MMDO,0.5
MMTJ,MMHO,0.5
MMTJ,MMLO,0.5
MMTJ,MMMY,0.43108974358974356
MMTJ,MMOX,0.5
MMTJ,MMPB,0.5
MMTJ,MMTC,0.5
MMTJ,MMTG,0.5
MMTJ,MMTP,0.5
MMTJ,MMUN,0.4901960784313725
MMTJ,MMVR,0.5
MMTJ,MMZC,0.5
MMTP,MMTJ,0.5
MMUN,KBWI,0.5
MMUN,KMCO,0.5
MMUN,KMSY,0.5
MMUN,MMTJ,0.6408730191213952
MMUN,MROC,0.5962228040842509
MMUN,SKBO,0.3487539258478235
MMUN,SKRG,0.5
MMZC,KLAX,0.6196798714846407
MMZC,KMDW,0.5348309712865148
MMZC,KOAK,0.497977788793443
MMZC,KSJC,0.4532365034950153
MMZC,MMTJ,0.5
MNMG,KFLL,0.3453882654090838
MNMG,KMIA,0.3665840518262285
MPTO,EHAM,0.519753086419753
MPTO,SBKP,0.5
MROC,KIAD,0.4635676041966529
MROC,KMCO,0.7708525658032954
MROC,KMIA,0.6406771318912481
MROC,SKBO,0.5
MSLP,CYUL,0.466249343311175
MSLP,CYYZ,0.4627287778707624
MSLP,KBOS,0.7168188040436225
MSLP,KDFW,0.4844733707673983
MSLP,KEWR,0.6540506455978429
MSLP,KIAD,0.5190633489514725
MSLP,KIAH,0.4139087611549959
MSLP,KJFK,0.44515229734643413
MSLP,KLAS,0.5
MSLP,KLAX,0.46081602080852063
MSLP,KMCO,0.5
MSLP,KMIA,0.3425434829931973
MSLP,KOAK,0.3358449038979017
MSLP,KONT,0.6540570175438597
MSLP,KORD,0.5
MSLP,KSFO,0.44654593822019856
MUHA,SKBO,0.5308893414799729
NFFN,CYVR,0.312
NFFN,KDFW,0.36075537225960497
NFFN,KLAX,0.4600491400491401
NFFN,KSFO,0.5
NZAA,KLAX,0.4362745098039216
NZAA,YSSY,0.5
NZAA,ZSHC,0.5
NZAA,ZSPD,0.290528151911167
OBBI,EDDF,0.5
OBBI,EDDP,0.664092664092664
OBBI,LIMC,0.5
OBBI,VIDP,0.5
OEDF,EHAM,0.6569627851140456
OEDF,VOBL,0.5
OEDF,VOCL,0.5
OEJN,EGSS,0.5
OJAI,EBBR,0.5
OJAI,EGCC,0.5609601033298098
OJAI,EGLL,0.5
OJAI,EGSS,0.6470588235294118
OJAI,EHAM,0.5987110892819675
OJAI,LFPG,0.5892857142857143
OKKK,VOCL,0.5
OMDB,EGPH,0.6440104166666667
OMDB,EHAM,0.5
OMDB,LUKK,0.5
OMDB,ZLIC,0.5
OMDB,ZUTF,0.5
OMDW,EHAM,0.5
OMSJ,VOCL,0.5
OSDI,OOMS,0.5
OTHH,ZGSZ,0.5
PANC,KJFK,0.5
PANC,KLAX,0.5
PANC,KMIA,0.5
PANC,KORD,0.5407949790794979
PANC,PABR,0.5
PANC,ZGSZ,0.5
PANC,ZUUU,0.39731484479132684
PHNL,KMEM,0.5
PHNL,KOAK,0.5
RCMQ,VVDN,0.5
RCSS,ZUTF,0.5
RCTP,CYVR,0.5
RCTP,EDDF,0.5058411214953271
RCTP,EGLL,0.36231884057971064
RCTP,EHAM,0.5205836373110997
RCTP,KLAX,0.39550679205851613
RCTP,KONT,0.5180055401662049
RCTP,KSEA,0.3287603305785124
RCTP,LIRF,0.5
RCTP,WMKK,0.5
RCTP,YBBN,0.36153846153846153
RCTP,YSSY,0.5
RJAA,EHAM,0.5
RJAA,HECA,0.5580168776371308
RJBB,VTBD,0.5
RJCC,ZSPD,0.5
RJTT,KATL,0.5413223140495868
RJTT,KDTW,0.5472049689440993
RJTT,KLAX,0.630706243602866
RJTT,KMSP,0.4305555555555556
RJTT,KSEA,0.5
RJTT,LIRF,0.5
RKSI,EHAM,0.585
RKSI,KATL,0.5098107556009993
RKSI,KDTW,0.5
RKSI,KLAX,0.5
RKSI,KMSP,0.6670959265638099
RKSI,KSEA,0.3007999782439782
RKSI,KSLC,0.6323353293413174
RKSI,PANC,0.5
RKSI,WMKK,0.3248363395588384
RPLC,ZSYW,0.37872604939950333
RPLL,ZSYW,0.41805130915572664
RPVM,ZSPD,0.5
SABE,SAEZ,0.5
SABE,SKBO,0.5
SACO,SAEZ,0.5
SAEZ,LIRF,0.5138578869047619
SAEZ,SBKP,0.34944141335411794
SAEZ,SCEL,0.5
SAEZ,SEGU,0.6003329297820823
SAEZ,SEQM,0.2689360770577935
SAEZ,SKBO,0.4358896327195211
SAEZ,SKRG,0.5
SBBR,LPMA,0.5
SBCT,SAEZ,0.5
SBCT,SKBO,0.5
SBEG,SKRG,0.5
SBFZ,LPPT,0.5
SBGL,EHAM,0.36781609195402315
SBGR,EHAM,0.6078431372549019
SBGR,KBOS,0.22095471964543945
SBGR,KJFK,0.5
SBGR,LIRF,0.3840531561461794
SBGR,SKBO,0.5
SBKP,LFPO,0.5
SBKP,LPPT,0.5
SBKP,MMSM,0.5154683151282514
SBKP,SBVT,0.5
SBKP,SEQM,0.5
SBKP,SKBO,0.4871794871794872
SBKP,SKRG,0.5
SBVT,SKBO,0.4725609756097561
