origin_icao,destination_icao,average_load_factor
FACT,KATL,0.46054246520664055
FAOR,KATL,0.3003748748021132
HKJK,EHAM,0.3711222990095148
KATL,LEBL,0.18309519161774154
KATL,RKSI,0.19659196003024249
KAUS,EGVN,0.2979498922476285
KAUS,EHAM,0.29515277797618794
KBOS,MSLP,0.16981017156076345
KCLT,MMGL,0.1711579606867442
KCOS,KDEN,0.22972886485600857
KCVG,EDDP,0.32968096542346453
KCVG,LIMC,0.4419738708204
KDEN,MMCU,0.1795023419835199
KDEN,MMGL,0.21243609466110777
KDEN,MMMX,0.2534204519278447
KDEN,MMMY,0.22425066256465587
KDFW,MMGL,0.21474029491078306
KDFW,MMMM,0.18558487106385627
KDFW,MMMX,0.3535746195815806
KDFW,MMMY,0.22619114405218282
KDFW,MMSP,0.2236740264268635
KDFW,MSLP,0.3039446936509898
KDFW,NFFN,0.24287422965738517
KDFW,SKBO,0.1903612968396769
KEWR,MMGL,0.2221551190726215
KEWR,MSLP,0.1606116710891929
KEWR,VIDP,0.18166394527536006
KFAT,MMGL,0.34010112271413545
KFAT,MMLO,0.1852614971246244
KFAT,MMMM,0.1968541814305916
KFLL,SBKP,0.21581224324718243
KFLL,SKRG,0.20642211663613821
KIAD,MGGT,0.19488045147365554
KIAD,MROC,0.30671197098087694
KIAD,MSLP,0.21146183125477372
KIAD,SKBO,0.23751775938980438
KIAH,KDFW,0.15233957847164958
KIAH,MMGL,0.2200326463619431
KIAH,MMMM,0.25600730103196
KIAH,MMMY,0.25471922359301036
KIAH,MSLP,0.2581479197311073
KJFK,EBBR,0.33479860429903835
KJFK,EDDP,0.3117201348751137
KJFK,MGGT,0.24289114290516356
KJFK,MHLM,0.20199487417184722
KJFK,MMGL,0.1961183728205528
KJFK,MSLP,0.24982156011649537
KJFK,SEGU,0.17577004174438246
KJFK,SEQM,0.1849620897484104
KJFK,SKBO,0.30490331146316035
KJFK,SKCG,0.29165261008166127
KJFK,SKCL,0.2938779178535171
KJFK,SKPE,0.29423388294287545
KJFK,SKRG,0.29973194987131385
KJFK,VIDP,0.18083042032146257
KLAS,EHAM,0.3232107591314194
KLAS,MMGL,0.2749485395153708
KLAX,EHAM,0.1737183779114221
KLAX,LIRF,0.20208886961083208
KLAX,MGGT,0.21147695514640932
KLAX,MMAS,0.2500207127416976
KLAX,MMGL,0.0842259377058064
KLAX,MMLO,0.28302331641492806
KLAX,MMMM,0.2267407820293491
KLAX,MMMY,0.2677894103379306
KLAX,MMOX,0.2247816689543719
KLAX,MMQT,0.2994269043270788
KLAX,MMZC,0.24462339729138113
KLAX,MSLP,0.21575941041813698
KLAX,NFFN,0.5073870891793706
KLAX,NZAA,0.41921890189142974
KLAX,RCTP,0.22123977810424983
KLAX,RJTT,0.19200163810914078
KLAX,YSSY,0.25452023095863036
KLAX,ZSHC,0.3272615095913103
KLAX,ZSWX,0.28941844936782074
KMCO,MMGL,0.21563052421421164
KMCO,MROC,0.25847308619648973
KMCO,SKBO,0.24365921762903187
KMCO,SKRG,0.3340304357876455
KMDW,MMAS,0.15220360553056314
KMDW,MMDO,0.173958009800448
KMDW,MMGL,0.16019130484037497
KMDW,MMLO,0.19722405982388722
KMDW,MMMM,0.16485711986317078
KMDW,MMZC,0.18587544350732604
KMIA,EHAM,0.3020504680408711
KMIA,KIAH,0.16215694999648866
KMIA,MHLM,0.19160128558413583
KMIA,MMGL,0.18889359580213405
KMIA,MMMY,0.23699913859188357
KMIA,MROC,0.28882068081876383
KMIA,MSLP,0.2643615032305466
KMIA,SKBO,0.14992003160157408
KOAK,MMGL,0.21217776826846219
KOAK,MMLO,0.21817996367486914
KOAK,MMMM,0.2067772418894098
KOAK,MMMX,0.26679967084833
KOAK,MMMY,0.19731825334919542
KOAK,MMSD,0.20921338010063303
KOAK,MMZC,0.1649936286372232
KOAK,MSLP,0.2022453731743367
KONT,MMGL,0.2458838538486329
KONT,MMLO,0.2634308798273352
KONT,MMMM,0.18555930588545977
KONT,MSLP,0.17718664531655817
KONT,RCTP,0.22220279297273202
KORD,EHAM,0.8488888529927194
KORD,MGGT,0.1687060534509536
KORD,MMGL,0.22143497740562487
KORD,MMLO,0.19676468608996286
KORD,MMMM,0.18651125518788403
KORD,MMMX,0.2529589679775561
KORD,MMMY,0.1927017339989684
KORD,MMQT,0.21125124905107606
KORD,SKBO,0.1994173994168699
KPDX,EHAM,0.5018480881962506
KPDX,MMGL,0.1942070260787993
KRNO,MMGL,0.1647108935874968
KSAT,MMGL,0.22413792577208363
KSEA,MMGL,0.20439283746689757
KSEA,RCTP,0.22740654657281037
KSEA,WSAP,0.21332869225862494
KSFO,MSLP,0.17407185511387102
KSFO,VVTS,0.22676220886238835
KSJC,MMGL,0.1905375539121222
KSJC,MMLO,0.1934745542296164
KSJC,MMMM,0.17916519125994967
KSJC,MMZC,0.207685382997809
KSMF,MMGL,0.1981629581909653
KSMF,MMLO,0.2106818734410599
KSMF,MMMM,0.18692603063795765
KSMF,MMMX,0.2142535659201701
KTPA,SKBO,0.26051890816021295
LATI,EGSS,0.34587276187723304
LBBG,EGGW,0.13843040657947353
LCLK,EGKK,0.20332111076483939
LCPH,EGKK,0.18677309083482907
LDDU,EHAM,0.14310749216702695
LDSP,EHAM,0.41594697098983535
LEBL,KATL,0.2013091357151235
LEMD,KAUS,0.33842924651655343
LEMD,MUHA,0.23149551641765354
LEMD,SBKP,0.23038549773974462
LEMD,SKRG,0.5104801707202496
LEZG,VIDP,0.32867446336945294
LFMN,LUKK,0.32784829305518015
LFPG,EDDP,0.5019195934798477
LFRG,LGIR,0.14816522807962174
LGAV,EGPH,0.3157275171152975
LGAV,EHAM,0.36518885483207375
LGAV,LEVC,0.14768606984480523
LGKR,EGSS,0.20962548425186162
LHBP,EHAM,0.4097095382056001
LIMC,EDDP,0.24706789674078045
LIMC,KCVG,0.40975407588239166
LIMC,KJFK,0.441677821299672
LIMF,LUKK,0.10339084356818534
LIPE,LUKK,0.13485596506195444
LIPX,LUKK,0.11436836340556181
LIPZ,EHAM,0.3646051395336856
LIRF,KATL,0.17967971143353853
LIRF,KJFK,0.27964980124776123
LIRF,KLAX,0.22779780794620202
LIRF,RCTP,0.4358464218843503
LIRF,RJTT,0.2313299606801782
LIRF,SAEZ,0.2577253482745573
LIRF,SBGR,0.2173422290551779
LIRN,EHAM,0.3008452692767819
LKPR,EHAM,0.2884277957695601
LKPR,RCTP,0.3105033002262223
LMML,LMML,0.5169229915165787
LOWW,EHAM,0.3961502224189229
LOWW,KEWR,0.2108650646311376
LOWW,KJFK,0.24243652019020137
LOWW,RCTP,0.2577985235134786
LPPT,EHAM,0.07414307441425137
LPPT,LUKK,0.14665372842837024
LRBC,EGGW,0.3811460032146005
LRCK,EGGW,0.24644340806695525
LRCL,EIDW,0.20544692996015002
LROD,EGSS,0.21898280587194807
LROP,EHAM,0.35327795347097585
LROP,EIDW,0.19267063190912184
LRSV,EGGW,0.33282218502957495
LSZH,OMDW,0.15144288357158944
LTBS,EGSS,0.1399594275617669
LTFM,EHAM,0.43354034737244856
LUKK,EBBR,0.21707036086649514
LUKK,EDDB,0.14118248467748568
LUKK,EDDL,0.24619357609262985
LUKK,EDDM,0.15645165331109595
LUKK,EDFH,0.32591838122862354
LUKK,EGCC,0.13872304617332876
LUKK,EGGW,0.18103632906141753
LUKK,EGSS,0.1771673132063902
LUKK,EHAM,0.2646057328674857
LUKK,EIDW,0.16167137642717078
LUKK,LFMN,0.1265509590928792
LUKK,LFPG,0.15756419166249033
LUKK,LIMC,0.1080835587404547
LUKK,LIPE,0.101699930271637
LUKK,LIPX,0.13307652784493176
LUKK,LKPR,0.16728021189522363
LUKK,LPPT,0.3452284526387042
MGGT,KIAD,0.2618021014022664
MGGT,KJFK,0.2350795791073875
MGGT,KLAX,0.1650797627406684
MGGT,KORD,0.18410303249404306
MGGT,MMUN,0.1362728065691399
MHLM,KJFK,0.31169872539126287
MHLM,KMIA,0.18211460331108897
MMAS,KLAX,0.22430559596272115
MMAS,KMDW,0.21823412095987324
MMAS,MMTJ,0.18182520722197476
MMCL,KPHX,0.26929069341553047
MMCL,MMTJ,0.18103215323606367
MMCS,MMTJ,0.21886949197036845
MMCU,KDEN,0.22291608422744205
MMCU,MMTJ,0.26613441017513884
MMDO,KMDW,0.19814786857241723
MMDO,MMTJ,0.15554437813354982
MMEP,KLAX,0.23119582969722766
MMGL,KCLT,0.19955887272295322
MMGL,KDEN,0.19368486942439905
MMGL,KDFW,0.20257996592320604
MMGL,KEWR,0.19923771677213328
MMGL,KFAT,0.2721531195829446
MMGL,KIAH,0.19763769475846596
MMGL,KJFK,0.22786388543440603
MMGL,KLAS,0.271545827191095
MMGL,KLAX,0.22910772208524754
MMGL,KMCO,0.23878347800096839
MMGL,KMDW,0.19269467411039531
MMGL,KOAK,0.1908457791774395
MMGL,KONT,0.2873778622251372
MMGL,KORD,0.20381230694549388
MMGL,KPDX,0.1651222904352799
MMGL,KPHX,0.19716541996634904
MMGL,KRNO,0.18245035680833102
MMGL,KSAT,0.20869715487934182
MMGL,KSEA,0.1674527400654718
MMGL,KSJC,0.2296476716568425
MMGL,KSMF,0.2152878293520093
MMHO,MMTJ,0.17405264538345988
MMLO,KFAT,0.19366077819535615
MMLO,KLAX,0.2031750508239601
MMLO,KMDW,0.2273997970365399
MMLO,KOAK,0.18972676716695022
MMLO,KONT,0.23924424880706288
MMLO,KORD,0.209276388691606
MMLO,KSJC,0.2043159523219478
MMLO,KSMF,0.19171302570588103
MMLO,MMTJ,0.21374566968975756
MMMM,KDFW,0.20179347406327447
MMMM,KFAT,0.1784131895878017
MMMM,KIAH,0.24223699727845563
MMMM,KLAX,0.20656619922177086
MMMM,KMDW,0.2306775336567099
MMMM,KOAK,0.19727035741269125
MMMM,KONT,0.192028359402598
MMMM,KORD,0.20817021516382156
MMMM,KSJC,0.20328700091835972
MMMM,KSMF,0.18293774462051077
MMMM,MMTJ,0.22103459133550216
MMMX,EHAM,0.35906064385074965
MMMX,KDEN,0.19955852962429596
MMMX,KDFW,0.3848155123160398
MMMX,KLAX,0.4061887441928327
MMMX,KOAK,0.2537742855842048
MMMX,KORD,0.308550612924952
MMMX,KSMF,0.18555130162440603
MMMX,MMTJ,0.15710975024782797
MMMY,KDEN,0.22865120348376
MMMY,KDFW,0.21601119789341106
MMMY,KIAH,0.280380720496791
MMMY,KLAX,0.22206278674783936
MMMY,KMIA,0.1898031642843519
MMMY,KOAK,0.18017175695240945
MMMY,KORD,0.2052451841966003
MMMY,MMTJ,0.1854942648225199
MMMZ,MMTJ,0.18030352422965965
MMOX,KLAX,0.20287710594565764
MMOX,MMTJ,0.15467452044035468
MMPB,MMTJ,0.27038625678923445
MMPN,KLAX,0.2071238564364049
MMQT,KLAX,0.2190040562184823
MMQT,KORD,0.187166231377362
MMQT,MMTJ,0.2514382152814366
MMSD,KOAK,0.18509359728675578
MMSM,MMTJ,0.22366498226208284
MMSM,SBKP,0.3541191647899869
MMSP,KDFW,0.2018741987116526
MMSP,KIAH,0.2343519535670439
MMSP,MMTJ,0.15784654604760306
MMTC,MMTJ,0.21621373743742667
MMTG,MMTJ,0.17625248764342413
MMTJ,KLAX,0.2500429474776133
MMTJ,MMAS,0.19461235898394588
MMTJ,MMCN,0.23657201493316563
MMTJ,MMCS,0.22899808311550165
MMTJ,MMCU,0.39034909782390564
MMTJ,MMDO,0.22617354924442387
MMTJ,MMHO,0.27197290829482357
MMTJ,MMMY,0.21722241427057096
MMTJ,MMOX,0.22903853366007942
MMTJ,MMPB,0.1924811848545039
MMTJ,MMTC,0.20209861445662783
MMTJ,MMTG,0.24456024599547257
MMTJ,MMTP,0.2543636031081921
MMTJ,MMUN,0.2158900227906278
MMTJ,MMVR,0.26606932065229827
MMTJ,MMZC,0.30866569807624433
MMTP,MMTJ,0.19144183050980557
MMUN,KMCO,0.33067025996322896
MMUN,MMTJ,0.22140764142879626
MMUN,SKBO,0.2190775830610127
MMUN,SKRG,0.17329869419136743
MMZC,KLAX,0.19991765710575146
MMZC,KMDW,0.20679948705231574
MMZC,KOAK,0.21916864438058822
MMZC,KSJC,0.20330245669597327
MMZC,MMTJ,0.11682456913915366
MPTO,EHAM,0.15224229804597245
MPTO,SBKP,0.1253334604662997
MROC,KIAD,0.15192083478110974
MROC,KMCO,0.25086453506418827
MSLP,CYUL,0.21610257591663162
MSLP,CYYZ,0.23639961937006
MSLP,KBOS,0.18917251620606942
MSLP,KDFW,0.24642212367972469
MSLP,KEWR,0.2085224584365077
MSLP,KIAD,0.2201754257281093
MSLP,KIAH,0.18684343731008513
MSLP,KJFK,0.20812892059720786
MSLP,KLAS,0.16633684293287596
MSLP,KLAX,0.1829800192597848
MSLP,KMCO,0.34672102347971734
MSLP,KMIA,0.1527610158682353
MSLP,KOAK,0.15774329903366835
MSLP,KONT,0.19255688199518783
MSLP,KORD,0.1291238864528943
MSLP,KSFO,0.20950172924729699
NFFN,CYVR,0.16175844754591845
NFFN,KDFW,0.199984411779998
NFFN,KLAX,0.695113088407964
NFFN,KSFO,1.0
NZAA,KLAX,0.782527960186974
OBBI,EDDF,0.33206168832814237
OBBI,EDDP,0.2942042065451677
OBBI,LIMC,0.3044671163851141
OBBI,VIDP,0.2366734889894984
OEDF,EHAM,0.2957286467021201
OEDF,VOBL,0.2034929674235807
OEDF,VOCL,0.13004501681032493
OEJN,EGSS,0.5
OJAI,EBBR,0.2808770274330879
OJAI,EGCC,0.21294561390070016
OJAI,EGLL,0.1962055000781988
OJAI,EGSS,0.208129277247938
OJAI,EHAM,0.20519236392431264
OJAI,LFPG,0.2128902279602398
OKKK,VOCL,0.15065617171237788
OMDB,EGPH,0.21285982410649784
OMDB,EHAM,0.34173902709730164
OMDB,LUKK,0.47742976200010157
OMDW,EHAM,0.23005513556957266
OMSJ,VOCL,0.17047011104262733
OSDI,OOMS,0.27984382478374964
PANC,KMIA,0.5
RCTP,EDDF,0.5077311759199947
RCTP,EGLL,0.36571409137451494
RCTP,EHAM,0.42625363483730766
RCTP,KLAX,0.243101481115544
RCTP,KONT,0.2067042848401516
RCTP,KSEA,0.24942967860082246
RCTP,LIRF,0.36383757423034635
RCTP,WMKK,0.6335850552691096
RCTP,YBBN,0.22307421344871123
RJAA,EHAM,0.4484944240942242
RJBB,VTBD,0.34406713799461947
RJTT,KATL,0.18218212241516996
RJTT,KDTW,0.2569934167015861
RJTT,KLAX,0.1878334757069704
RJTT,KMSP,0.18919688484690264
RJTT,KSEA,0.3577185860570512
RJTT,LIRF,0.20854797856261315
RKSI,EHAM,0.3300362082362425
RKSI,KATL,0.2044170719621272
RKSI,KDTW,0.26643870122253205
RKSI,KMSP,0.18072036411753034
RKSI,KSEA,0.35933649004475526
RKSI,PANC,0.5034275232238972
RKSI,WMKK,0.2802759012352721
SABE,SAEZ,0.1737398510673023
SABE,SKBO,0.20818748203861068
SACO,SAEZ,0.07764230208879896
SAEZ,LIRF,0.22334586325929529
SAEZ,SEGU,0.2033899136265922
SAEZ,SEQM,0.2067875582255839
SAEZ,SKBO,0.2048372225039727
SAEZ,SKRG,0.212161287599065
SBGL,EHAM,0.25083944715770073
SBGR,EHAM,0.2294845180265532
SBGR,LIRF,0.3132101896419807
SBGR,SKBO,0.050717293766148294
SBKP,MMSM,0.42927746838704006
SCEL,KATL,0.368789134820682
SEGU,KJFK,0.2122934805753328
SEGU,SAEZ,0.15205832229007907
SEQM,KJFK,0.20480937245431083
SEQM,MMSM,0.3618328895610862
SEQM,SAEZ,0.17370259887597814
SKBO,CYUL,0.276090223920109
SKBO,CYYZ,0.18308540096733097
SKBO,KBOS,0.16095501214743607
SKBO,KDFW,0.28958394450174046
SKBO,KIAD,0.20483272739895017
SKBO,KJFK,0.23419177212938364
SKBO,KMCO,0.2750312683322278
SKBO,KMIA,0.5
SKBO,KORD,0.222624179060912
SKBO,KTPA,0.3465340280928386
SKBO,LEBL,0.6985669837602994
SKBO,LEMD,0.7226229698559774
SKBO,MMUN,0.14986538398757288
SKBO,SABE,0.20125432406621557
SKBO,SAEZ,0.14786245276615012
SKBO,SBGR,0.5344855380232076
SKCG,KJFK,0.17945879281871277
SKCL,KJFK,0.18512198665025686
SKPE,KJFK,0.19669029397557697
SKRG,KJFK,0.19408240603294732
SKRG,KMCO,0.2564214724994224
SKRG,MMUN,0.12323990852408753
SKRG,SAEZ,0.09571952425295252
SPJC,KATL,0.4632497902182045
SPJC,SBKP,0.14594644149363095
TNCB,EHAM,0.15783733153336943
TNCC,EHAM,0.16235129060484232
TTPP,EHAM,0.22964778596365476
UAAA,EGLL,0.43811832837554504
UAAA,EHAM,0.40535800669353156
UARR,EDDF,0.33858955931167956
UATG,EHAM,0.29264145424742855
VABB,EHAM,0.3639825435672182
VHHH,EHAM,0.39468956365837937
VHHH,NFFN,0.20435079348138893
VHHH,OBBI,0.25281285528891473
VIDP,EDDP,0.3016310932210071
VIDP,EGLL,0.28025185606843317
VIDP,KEWR,0.18437829701965677
VIDP,KJFK,0.2417150791763918
VIDP,OBBI,0.194244452928708
VOBL,EHAM,0.45864026749198805
VOBL,OEDF,0.16331761448810375
VOCL,OKKK,0.13584615660208427
VOCL,OMSJ,0.29153719588695676
VOCL,OTHH,0.13698605930368127
VTBD,WMKK,0.17962065496049467
VTBS,EHAM,0.3085655880612747
VVTS,KSFO,0.1971139116349411
VVTS,LFPG,0.4747240760291936
VVTS,RJBB,0.2204828657089859
WMKK,EHAM,0.5593248524353743
WMKK,RKSI,0.3813339527168386
WMKK,VIAR,0.22341848995326097
WMKK,VIDP,0.3333333333333333
WMKK,YPPH,0.6585862382868466
WSSS,EHAM,0.3548888603996587
YMML,RCTP,0.3464875632504839
YPPH,WMKK,0.33646380317939034
YSSY,RCTP,0.3175177717900953
ZBAA,EHAM,0.5383749163405801
ZSAM,OMDW,0.347392596487804
ZSHC,RKSI,0.4065877298251746
ZSPD,EHAM,0.48044347929583314
ZSPD,KDTW,0.22977308828522328
