,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_cf/c,flaps_Sf/S,cruise_mach,cruise_range,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,clean_e,origin_longitude,origin_latitude,origin_elevation,origin_RWY_1_HEADING_a,origin_RWY_1_HEADING_b,origin_RWY_1_LENGTH,origin_RWY_2_HEADING_a,origin_RWY_2_HEADING_b,origin_RWY_2_LENGTH,origin_RWY_3_HEADING_a,origin_RWY_3_HEADING_b,origin_RWY_3_LENGTH,origin_RWY_4_HEADING_a,origin_RWY_4_HEADING_b,origin_RWY_4_LENGTH,origin_RWY_5_HEADING_a,origin_RWY_5_HEADING_b,origin_RWY_5_LENGTH,origin_RWY_6_HEADING_a,origin_RWY_6_HEADING_b,origin_RWY_6_LENGTH,origin_RWY_7_HEADING_a,origin_RWY_7_HEADING_b,origin_RWY_7_LENGTH,origin_RWY_8_HEADING_a,origin_RWY_8_HEADING_b,origin_RWY_8_LENGTH,destination_longitude,destination_latitude,destination_elevation,destination_RWY_1_HEADING_a,destination_RWY_1_HEADING_b,destination_RWY_1_LENGTH,destination_RWY_2_HEADING_a,destination_RWY_2_HEADING_b,destination_RWY_2_LENGTH,destination_RWY_3_HEADING_a,destination_RWY_3_HEADING_b,destination_RWY_3_LENGTH,destination_RWY_4_HEADING_a,destination_RWY_4_HEADING_b,destination_RWY_4_LENGTH,destination_RWY_5_HEADING_a,destination_RWY_5_HEADING_b,destination_RWY_5_LENGTH,destination_RWY_6_HEADING_a,destination_RWY_6_HEADING_b,destination_RWY_6_LENGTH,destination_RWY_7_HEADING_a,destination_RWY_7_HEADING_b,destination_RWY_7_LENGTH,destination_RWY_8_HEADING_a,destination_RWY_8_HEADING_b,destination_RWY_8_LENGTH,arrival_rwy_heading,arrival_rwy_length,departure_rwy_heading,departure_rwy_length,starting_altitude,ending_altitude,altitude_difference,mean_vertical_rate,std_vertical_rate,mean_track,std_track,num_trajectory_points,points_per_second,takeoff_delta,landing_delta,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,landing_fraction,taxiing_fraction
limits_MLW,-0.08846217471174797,0.5851659601011674,0.9985174858318907,1.0,0.9989223777310133,0.9953443803909656,0.19246163152875465,0.9653012316993931,0.8973441125099725,0.9941578107466801,0.9535140738655559,0.9504250412846053,0.9923085618988478,0.982500904127943,0.9928991206372276,0.9939272993780319,0.9906668625925987,0.9160938003469563,0.9772175466072399,-0.8644563957231208,0.6006017893403872,-0.36145036039120243,-0.7659403519952624,-0.8462017475597182,0.9674042585031642,0.9559465591150575,0.8382240065244502,0.8429951042534863,-0.6185599781486706,-0.9189425774664183,0.5293856551301499,0.9985174858318907,1.0,0.9989223777310133,0.9953443803909656,0.19246163152875462,0.9653012316993934,0.8973441125099728,0.0888593177166093,0.6323472656597479,-0.12323498919591079,-0.1846007210035755,0.25194182870034104,0.04030546593209471,0.3586125145635732,0.32980806664850426,0.3069280120060958,0.34679162658148016,0.21000876924835543,0.1991912574692645,0.30535994519607984,0.2698963914447894,0.056113938973764654,0.3082002172362541,0.2667653407148431,0.051042312870363565,0.36553921136535583,0.2166410154219791,0.09938038771958176,0.3131109842799566,0.25194182870034104,0.04030546593209471,0.3829281785671629,0.25194182870034104,0.04030546593209471,0.3848641935914431,0.6460695955327566,-0.3197507014223091,-0.11774619093494171,0.2619895962818569,0.033398362570947956,0.27586725364775777,0.2568716303628595,0.2356144273243675,0.1957518346719673,0.2099589973463196,0.18238151919464485,0.1571905347442909,0.30980520524871946,0.07196103891856613,0.38965650664865326,0.2802384210703405,0.04877396795757451,0.29295672582393295,0.24437648004849816,0.08416770996036375,0.2601309918247964,0.2619895962818569,0.033398362570947956,0.3029655781159441,0.2619895962818569,0.033398362570947956,0.305593886175264,-0.06303802969508943,-0.06288677012256672,-0.03953746913103173,-0.04292229215953646,0.23511876599810308,0.2232693468864909,-0.015762052156931793,-0.019682483236244677,-0.2025314153544002,-0.17877486238396298,-0.1149137036371746,-0.24179915845253244,-0.527816396750116,0.591569348062989,0.5607503642796652,0.31550206863718616,0.08978581304016714,0.592722871839138,0.5583819437765342,-0.03770896856166794,-0.09266244246029617,0.186777813448591,-0.09684233316660865,-0.06064997575823243,-0.06385718544671481,-0.09632335994588188
limits_OEW,-0.0881560685909716,0.584460257711819,0.9986098871735397,0.9989223777310133,1.0,0.9936736655902706,0.19491529516690664,0.969515750863251,0.90880040402765,0.9930458186509122,0.9563110848034314,0.9532631911060788,0.9911711265924575,0.9859773210948133,0.993848784057501,0.9965648820961686,0.9922308162985737,0.9043220338480056,0.9809137208116029,-0.8749940196800194,0.595750273056314,-0.34927577181880554,-0.7606677755898428,-0.840850832694044,0.9718033667816186,0.963852568109881,0.8237281382832432,0.8369080401688986,-0.597777711921761,-0.9265683361883909,0.5140276229546976,0.9986098871735397,0.9989223777310133,1.0,0.9936736655902708,0.19491529516690656,0.9695157508632508,0.9088004040276505,0.09131616808801507,0.6305909580778501,-0.13395488292179156,-0.18116518258330885,0.2515888560558478,0.041880196331574936,0.35995778284968216,0.33154203294454004,0.30811816430948685,0.35108371400158733,0.21160620714159545,0.20019819853656065,0.3069797529930839,0.2700177364962005,0.058589290509379624,0.3085333590027168,0.26667745375456053,0.05314720492031706,0.3679524076958565,0.22042834990792895,0.09738905106919891,0.31785345228046125,0.2515888560558478,0.041880196331574936,0.38422740190589505,0.2515888560558478,0.041880196331574936,0.38637381081897226,0.6462225160605576,-0.3292994038826794,-0.11375260543979675,0.2647754267125124,0.036772716978788866,0.2797525738534657,0.2587392734698645,0.23601405466229738,0.19862773160794858,0.21573598991974421,0.18546582944661652,0.15640042321939115,0.3118160982561902,0.07537961674447166,0.38907454073656633,0.28305568055526914,0.052551878315518025,0.2967867968801773,0.2508324772460523,0.0840196093361521,0.26632224587185416,0.2647754267125124,0.036772716978788866,0.3059463890501435,0.2647754267125124,0.036772716978788866,0.3087545623461795,-0.0626081690857461,-0.06322964291718922,-0.03860425838113902,-0.041974214733465666,0.23895360775015517,0.2280922385433967,-0.013197561698973776,-0.019539235016618698,-0.20461559574914207,-0.18558742070255757,-0.11385713723116404,-0.24427396749760621,-0.5318773789136032,0.5944219174727624,0.5689522037588902,0.31744198384485833,0.08984502329450472,0.5965041853837835,0.5661032041962152,-0.03747695563974011,-0.0915453080467062,0.18694886678104264,-0.09661164142988315,-0.0609900845645885,-0.06470178176543397,-0.0985855696792201
limits_MFC,-0.0927349232701921,0.5753723289073418,0.9927213707410765,0.9953443803909656,0.9936736655902708,1.0,0.20905831218083665,0.9604860609080277,0.8788899287523005,0.9921203346266374,0.9395303330737457,0.9338233811355768,0.9796902388387699,0.9826932557942455,0.9923543313932722,0.9889522696901291,0.987449819853145,0.9389416652769643,0.9747657142150316,-0.8422656381347697,0.6225477884965445,-0.38679899676036505,-0.7591960943486991,-0.8438414116133313,0.958711741595443,0.9527861162773815,0.8127088042724574,0.8269081163500701,-0.5870575486473014,-0.9200104305459075,0.5825605965775041,0.9927213707410765,0.9953443803909656,0.9936736655902708,1.0,0.2090583121808368,0.9604860609080278,0.8788899287523003,0.10475184498311606,0.6059974771407043,-0.11837702038595167,-0.1680201236197538,0.24309340011474814,0.01997734381093653,0.360366473414136,0.3178149027830599,0.29602455996584026,0.3545521067351025,0.19968382718578634,0.18985940703880358,0.3018822877192796,0.25931495424540546,0.03367329701114159,0.30543490036134446,0.2588145318818928,0.0296235249389056,0.3691691045513567,0.20427000930412959,0.08053332157948594,0.31412997608937804,0.24309340011474814,0.01997734381093653,0.3864921053159893,0.24309340011474814,0.01997734381093653,0.3877953748705407,0.6166364409857215,-0.3037775174303561,-0.09619412130910648,0.25438293391052524,0.014586018370586255,0.2777363278110503,0.2542053821204731,0.2331556362313985,0.21768172155841356,0.1991787575935499,0.1737321584172297,0.16527587587406378,0.2990842060653734,0.0503877104542548,0.3868550445287006,0.27254686867643524,0.028075886839193476,0.2957619077969662,0.2316785622610789,0.06713193496016359,0.2596471783320782,0.25438293391052524,0.014586018370586255,0.3055344617295827,0.25438293391052524,0.014586018370586255,0.307427598926681,-0.062202942090217,-0.061497246110583915,-0.04089294966303445,-0.04420069786297031,0.23391207131129518,0.22169345187697997,-0.01671006098614584,-0.0238891908245459,-0.19949981216791443,-0.1745612014057172,-0.11156234572519996,-0.23883228303535525,-0.520925861333081,0.5900904829050049,0.5498777122626222,0.30928719613256467,0.08976643769024505,0.5916110328823503,0.5486579641058236,-0.03844238078858971,-0.09052100468159804,0.18124420396758795,-0.08836092921950867,-0.05816529756241454,-0.06324045009284271,-0.10193486749643157
limits_VMO,-0.1030579910340385,0.05428598925193193,0.1834254000057639,0.19246163152875462,0.19491529516690656,0.2090583121808368,1.0,0.3997593837894553,0.36511419610643997,0.18212478140604454,0.06863044053193372,0.03173997771035378,0.15212034543757197,0.2698681896132833,0.2561642012769377,0.21043878399832,0.2290605813505382,0.1995014929529617,0.34105709814275387,-0.46890168845046404,0.3046605642305952,-0.1490179779935956,-0.23513064961562044,-0.23852642142121439,0.3403342704060918,0.31363812848524253,-0.18071227130495285,0.05937304236685708,0.37546351700081854,-0.30180153651909186,0.3828523894258038,0.1834254000057639,0.19246163152875462,0.19491529516690656,0.2090583121808368,1.0,0.3997593837894552,0.36511419610643986,0.3854710108876993,0.056451608377543865,-0.006047224042771388,0.19047687680623224,0.15461943892402666,-0.06688136898522998,0.13225477476512718,0.152914494072432,0.1593517063892928,0.17342177524670718,0.1329859143665167,0.13665433742304028,0.1216510573991265,0.1728975006697767,-0.04634609554649422,0.12312298601309297,0.1623584403249747,-0.06991803040940497,0.14215710808399268,0.17541926100200542,-0.09227421074511498,0.13569337075361104,0.15461943892402666,-0.06688136898522998,0.14057115052816513,0.15461943892402666,-0.06688136898522998,0.13734877534412535,0.034913835637375885,-0.12922912572462186,0.31603519875402486,0.19123523545422752,-0.038683918546237504,0.09629297876227805,0.16946777628896062,0.17415327408866793,0.11000546952243193,0.16536104970631813,0.16136382772009417,0.1856618337141511,0.20991033050630917,-0.015876760439765266,0.15376937585181244,0.19886033559425123,-0.04045073334683849,0.11487102947219734,0.20177305684478605,-0.05321551227762269,0.10458271015683133,0.19123523545422752,-0.038683918546237504,0.10686182733822736,0.19123523545422752,-0.038683918546237504,0.10359494201222529,-0.027792380458368723,-0.03402838782267795,-0.01966985774351369,-0.0201442081002698,0.14656969428527986,0.14614793944041038,0.006815654417785473,-0.04262428399341316,-0.08578298286557691,-0.020718072568087144,-0.04521315875143731,-0.13444433398507094,-0.24018282205121474,0.10299161184341131,0.20412632998999045,0.05862402648887205,0.0015712808774831879,0.11539318728712138,0.20352293820702738,-0.011142210380353299,-0.02450300041319979,0.023758758553046003,0.028168331542239102,-0.0317743119698318,-0.029238905059078012,-0.0249815214630584
limits_MMO,-0.10939205651782989,0.548975486188069,0.9657159958955354,0.9653012316993934,0.9695157508632508,0.9604860609080278,0.3997593837894552,1.0,0.9561133535666736,0.9525925665354228,0.9095418787241513,0.8939144318434823,0.9532451043059363,0.9756163096175361,0.979109412194728,0.9757978640894261,0.9725238110434226,0.8598715867406682,0.9944623846393136,-0.9435271775597898,0.6224244101098866,-0.35993728318405344,-0.7659794174401116,-0.8424314407677833,0.9924578589676015,0.9665088940182804,0.72287388168578,0.8131324820189354,-0.4537408788340567,-0.9437557525147404,0.5106609516618134,0.9657159958955354,0.9653012316993934,0.9695157508632508,0.9604860609080278,0.3997593837894552,1.0,0.9561133535666738,0.1740928175608358,0.6158947642784415,-0.1382284224589662,-0.12726081216131027,0.26389956824993505,0.027197525550229907,0.3590041652379868,0.3489515677044885,0.33178494378738355,0.3661896397809319,0.22524469844847123,0.22095971256042277,0.31620689769229265,0.29263177079932945,0.05342483912053546,0.3211390515933308,0.2804465913854379,0.03854871762993336,0.37311755947770003,0.2442116614137242,0.0690330318739542,0.3295254979971114,0.26389956824993505,0.027197525550229907,0.3820815606349398,0.26389956824993505,0.027197525550229907,0.3839463584022928,0.6267756486182703,-0.34440096115695945,-0.036682337283476536,0.29994081173396303,0.024019916523809165,0.27951136468019905,0.28408393549712185,0.26275619759304597,0.19980625663844437,0.243026784986439,0.21260064208345264,0.1785687019765336,0.3501496266504584,0.0681382830909701,0.3958111084128333,0.3182577964044519,0.0389101455574123,0.2978942216994686,0.28685909235110446,0.06761954331410429,0.2672743823012612,0.29994081173396303,0.024019916523809165,0.3052885416948909,0.29994081173396303,0.024019916523809165,0.3076519916541553,-0.06604079320700669,-0.06875037860847887,-0.038662057142180885,-0.04195102499485147,0.26420914991260713,0.2555889587515582,-0.006497034615430769,-0.025693060589231143,-0.21497253071453237,-0.180099578880183,-0.11784500068016855,-0.2562573186299372,-0.5515330874604283,0.5844792261557328,0.5873359851711651,0.31254710706414796,0.08430840006009137,0.5888413478218811,0.5837333721771742,-0.036742347537977615,-0.0901303704958579,0.1853324447236569,-0.08804508853206798,-0.06826362928330006,-0.068800351407936,-0.09809619521764089
limits_ceiling,-0.09364206599917138,0.5424988393289787,0.9122325340194277,0.8973441125099728,0.9088004040276505,0.8788899287523003,0.36511419610643986,0.9561133535666738,1.0,0.8899731401044048,0.9130498415203733,0.8971696004883774,0.8914414809809518,0.9249599444596691,0.9048174461867285,0.9143826176280841,0.891143070971864,0.7548877089093435,0.947309272687838,-0.9745821411727988,0.6719633999698363,-0.25849832145151197,-0.6424068329980679,-0.7519351065794607,0.9424483031199842,0.8990280281407961,0.6519777586339522,0.8166864720192202,-0.34515583994982707,-0.8594669739876929,0.2685966140083937,0.9122325340194277,0.8973441125099728,0.9088004040276505,0.8788899287523003,0.36511419610643986,0.9561133535666738,1.0,0.1503762910339164,0.596486687485901,-0.14809217404780617,-0.13150868395483045,0.25256642111210836,0.04566505617225675,0.3229931502023164,0.33442718048309417,0.32672992612673335,0.3352275319145217,0.2125732854856363,0.21915290006717017,0.2995346773336479,0.28131867637402264,0.07679061458149526,0.30148052077259335,0.26631235955521176,0.05769360980670812,0.335092158991837,0.2412652283847074,0.08016965414347747,0.3009581783601314,0.25256642111210836,0.04566505617225675,0.3424646641800758,0.25256642111210836,0.04566505617225675,0.3452977581577291,0.6192712760940541,-0.3414519250092098,-0.05152347827427258,0.30423639185702506,0.027117863121897772,0.26386824395445124,0.2699820567931949,0.24768662642103534,0.1588786678959399,0.239164316041525,0.2062915261459395,0.15667986637152018,0.35046695425330343,0.07259974322679984,0.36918744528375647,0.31838930435777246,0.04139489172051584,0.27020659024020116,0.2857236574386624,0.07384280628204541,0.2404926647707343,0.30423639185702506,0.027117863121897772,0.28131343851889173,0.30423639185702506,0.027117863121897772,0.2846746639603523,-0.05514532323107732,-0.059536749922093304,-0.031908682305934556,-0.034978465056889584,0.2459653618048956,0.24551253415263688,0.012038894672083274,-0.015121831942106211,-0.20462122629426935,-0.1728989813542012,-0.10625856019410265,-0.23089621361150298,-0.515015347084406,0.5451787610344594,0.5822401922289889,0.3128045432832157,0.07750136549585498,0.5517455853298107,0.5767181106685233,-0.03256210114037488,-0.08433544938785309,0.18208809839355486,-0.09454630419133833,-0.07123905263365539,-0.06365092385614594,-0.09009987166729531
clean_e,-0.11372121951438134,0.0430186506596803,0.08502158583243016,0.0888593177166093,0.09131616808801507,0.10475184498311606,0.3854710108876993,0.1740928175608358,0.1503762910339164,0.08660634220765262,0.030626113802700878,0.014590752242576785,0.07408565168962258,0.11229662636072318,0.11639525472290092,0.10326738017061378,0.1094781398026283,0.10272797061989834,0.15084591946155607,-0.19788354568687153,0.19148185542300025,-0.21210628691277952,-0.17127380977297876,-0.16896502321034063,0.1603997402819005,0.143983713315089,-0.11463199243256524,0.02715861032867073,0.21193451864932517,-0.15659946722762025,0.26094372254761206,0.08502158583243016,0.0888593177166093,0.09131616808801507,0.10475184498311606,0.3854710108876993,0.1740928175608358,0.1503762910339164,1.0,0.007340940498219603,0.033656147907255414,0.10228648798850658,0.08180368860549656,-0.09709507554375629,0.0795485790994685,0.0689046778976868,0.07729685271850069,0.1085964832549743,0.035249472504118105,0.04974418607029197,0.05449218062554078,0.0905978612661345,-0.08823880254668277,0.07889339771546972,0.0866334942546709,-0.1006258997611043,0.058491355049162266,0.05634499256574145,-0.07968325397219765,0.052691306032766325,0.08180368860549656,-0.09709507554375629,0.08617524771529256,0.08180368860549656,-0.09709507554375629,0.08409320489167896,-0.007446589901894789,0.016257907272916608,0.17096506760251146,0.07469633229972614,-0.09506621202871099,0.05183496018582085,0.08821062777956708,0.0896642235397165,0.11665477581321348,0.024581476318735772,0.03758894268848358,0.08346007027098626,0.09103548657304797,-0.08076281829601474,0.08844518847060837,0.08071465729628595,-0.09743214828326079,0.058132084919014206,0.0495990678794707,-0.07720347300955349,0.03429708071280951,0.07469633229972614,-0.09506621202871099,0.06174926661310505,0.07469633229972614,-0.09506621202871099,0.05979095060038915,-0.019629529571801158,-0.02181372845671299,-0.012732510484581041,-0.012296681217872812,0.09128688446227963,0.08198910764496571,-0.01733658922488411,-0.03128117078213032,-0.00833930945014157,0.002778897182524622,-0.025673090337327415,-0.06372003032440529,-0.13294888440588792,0.05193073217038366,0.06151992848348999,0.05821238373160575,0.0092761279857367,0.06256800544722857,0.0641706877582997,-0.005947032403266519,-0.01930226843368839,0.013672821679990808,0.022792913131922617,-0.013932829883798297,-0.019294202085631814,-0.020150702010697158
origin_longitude,-0.030428137377741034,0.25119040649392355,0.6312103590878957,0.6323472656597479,0.6305909580778501,0.6059974771407043,0.056451608377543865,0.6158947642784415,0.596486687485901,0.6213085076767791,0.6373056788771392,0.6285890839103218,0.6677552789396788,0.5802984395739248,0.6074485720056865,0.6378665544848523,0.6260193895102549,0.4831130887802011,0.6171733398837774,-0.597065254161018,0.21378698469220775,-0.39334869223478297,-0.6579902587711424,-0.693073893135717,0.6545009667342849,0.591207830229106,0.6571929292756968,0.6716401089387968,-0.5108871127655014,-0.5979357179785642,0.18840119008579143,0.6312103590878957,0.6323472656597479,0.6305909580778501,0.6059974771407043,0.056451608377543865,0.6158947642784415,0.596486687485901,0.007340940498219603,1.0,-0.19101534646061422,-0.3012686022540187,0.1491004970011873,0.14035412780758064,0.20806831462581957,0.2620794239798765,0.3151908373994682,0.2870323121568357,0.15945129292861135,0.2233624595097737,0.31713315569891365,0.1928770589045716,0.1765768290508882,0.3432202263706741,0.17118617718293466,0.13996971080757462,0.24968724116885596,0.1487849721569271,0.1585840388251634,0.2194196649958004,0.1491004970011873,0.14035412780758064,0.24532814631073355,0.1491004970011873,0.14035412780758064,0.23554781711273653,0.6890287518489615,-0.216159819168165,-0.21513446445778406,0.25899947564079817,0.08904209108661358,0.1542296227298202,0.23799084326045028,0.19565485746265932,0.1351059492383525,0.24776628519998387,0.18422706981478607,0.09694299221220187,0.29801606612853543,0.12391017099564638,0.28676257054046084,0.278838851944861,0.11473961803945322,0.185925096032752,0.24459345861478934,0.1544497653669959,0.16328254683208465,0.25899947564079817,0.08904209108661358,0.19216152444834395,0.25899947564079817,0.08904209108661358,0.19877278911709484,-0.05214356563881277,-0.04809876721684177,-0.05039562291636163,-0.05005835550378085,0.1465501489149467,0.13243535273001536,-0.02589111083488178,-0.023687676656040987,-0.17164299503834726,-0.13393498858717676,-0.094360268101929,-0.23293937801303571,-0.4363325090975541,0.3758812130216288,0.3923882733496911,0.09549512687856193,0.016264719881784427,0.3559172243133583,0.37799034401238096,-0.0359371830728803,-0.12992803972125036,0.17570987850232758,-0.0850935661046396,-0.04458105551238554,-0.04155492162068516,-0.0583910021789144
origin_latitude,-0.10821736220323848,-0.02796175573606236,-0.12435575738604797,-0.12323498919591079,-0.13395488292179156,-0.11837702038595167,-0.006047224042771388,-0.1382284224589662,-0.14809217404780617,-0.11247000197341514,-0.11186484834317163,-0.1105970013882717,-0.12190051273211452,-0.14407542392224285,-0.1422069158615216,-0.14265999385649433,-0.14746256929319085,-0.047526434215794694,-0.13310874028697134,0.13275596930688172,0.035786243736244956,-0.14553024764456887,0.05003835663405865,0.022280216898354372,-0.1411220730141398,-0.1852559942766286,-0.054587159587267176,-0.004604246407289743,0.03186860173397072,0.18522774896779182,0.035885738967421886,-0.12435575738604797,-0.12323498919591079,-0.13395488292179156,-0.11837702038595167,-0.006047224042771388,-0.1382284224589662,-0.14809217404780617,0.033656147907255414,-0.19101534646061422,1.0,-0.27776984878341987,0.1731909562039013,-0.014651789088839873,0.0716468016503283,0.0020311069147184186,0.030985289467325674,0.04900309919882221,0.052466861403899924,0.07289051801611093,-0.18832013318187119,0.05656406073959883,-0.0832474428817754,-0.30894249061041507,0.14395653083264812,-0.023996745891448432,-0.0623443259637707,0.1105222823520687,0.02741320579657951,-0.10338382475773675,0.1731909562039013,-0.014651789088839873,0.018335939230899198,0.1731909562039013,-0.014651789088839873,0.0233860214400717,-0.06137285026843064,-0.15667584019050687,0.24148888031769974,-0.21653543542211362,-0.08282946403901524,-0.288924573443293,-0.1778371872943434,-0.14084048301189653,-0.2826267382059766,-0.23557072532172735,-0.17530960419121622,-0.01859589114733215,-0.0955903341059124,-0.01647674583867621,0.17392794486960697,-0.19851792716205807,-0.09920449593541125,-0.21486228797521312,-0.20502752466590932,-0.1005138262867193,-0.20222232194504547,-0.21653543542211362,-0.08282946403901524,-0.22517703128251026,-0.21653543542211362,-0.08282946403901524,-0.24090850966980834,-0.03030045709835838,-0.0409249761773646,0.05136160544844854,0.030828663498864557,0.01052704334403545,0.053495770815496634,0.10322516291996497,0.1398847100224391,0.051852546994465135,0.177983499422225,-0.07605938131181618,0.1396439401607669,0.1591066475787954,-0.29586677475949746,0.003210656469094918,-0.01280802630069141,0.0029138630966892244,-0.30380523398496806,0.000580152806329935,0.015348099502476495,0.0981369234641651,-0.012157855022856203,-0.12359705804407646,-0.04217375759418928,-0.020662898988236783,0.0956060589108502
origin_elevation,0.05245123114194661,-0.1250593284026781,-0.18638148901646945,-0.1846007210035755,-0.18116518258330885,-0.1680201236197538,0.19047687680623224,-0.12726081216131027,-0.13150868395483045,-0.18784134416175605,-0.2253688786746644,-0.23054467670766693,-0.20934692717581405,-0.1414183760586028,-0.15324472774300613,-0.17377103813670075,-0.1638417815182489,-0.13377272988383052,-0.13987235764587044,0.11125795954395724,-0.009169215324633018,0.09451234097583804,0.17689774347057616,0.19572284314712596,-0.15181692918386544,-0.1333075594247435,-0.29589997997932066,-0.2341101506110267,0.2892490866755809,0.11634297168085163,0.048773919091559044,-0.18638148901646945,-0.1846007210035755,-0.18116518258330885,-0.1680201236197538,0.19047687680623224,-0.12726081216131027,-0.13150868395483045,0.10228648798850658,-0.3012686022540187,-0.27776984878341987,1.0,0.008989078383864289,-0.15115242422560501,0.08361744528511272,0.0030990843925248228,-0.16575232250932204,-0.0001253805739955146,0.04239209549407383,-0.13196398394377784,0.3361879081058398,0.08901889512934098,-0.10016323300561629,0.3829742326704146,0.02246183993287473,-0.1549257104319826,0.1257917606283725,0.03646260397619432,-0.18803806736237816,0.13763383505678622,0.008989078383864289,-0.15115242422560501,0.10121717449360328,0.008989078383864289,-0.15115242422560501,0.09690410221152858,-0.25874225142158236,0.24059685338632483,-0.11882136208543663,0.14250848422407303,-0.06287095710013563,0.09571807268075821,0.11655419380638257,0.059316229194653736,0.04871498059418782,0.0718363541341267,0.028309097547619188,-0.12891491696781765,0.09645577906305632,-0.0855214673720623,-0.2680131159098685,0.09540089473611228,-0.07382766222575035,-0.0037481591047762693,0.10330591285855925,-0.09341782689000974,0.0036242420522887816,0.14250848422407303,-0.06287095710013563,-0.051091020465469164,0.14250848422407303,-0.06287095710013563,-0.03958612370836982,0.05041757749716412,0.07578999604155474,-0.042187024448856796,-0.04404434414299109,0.009267187354988512,-0.04515979457808836,-0.12954046004338723,-0.1765638018069393,0.027593167912256963,0.04350470214524637,0.10605162469998605,0.02421628904826423,0.11985865758925213,0.037871199919753136,-0.2485790720940572,-0.06862745881314741,0.015706068668004603,0.04252025686384446,-0.22693930669757248,-0.02878399149242499,-0.11891687791128154,0.02610436188498364,0.13556709644137552,0.04492052151501802,0.017869562947010986,-0.0826612618427153
origin_RWY_1_HEADING_a,-0.023647449990085518,0.12478021963035188,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.24841558080456563,0.2268016965819411,0.22594390034479286,0.2536395943728391,0.2589414077188339,0.25811272993280454,0.24808227777980166,0.2524480100241911,0.21137741956623252,0.254999052611886,-0.25524359369348737,0.14242857068743844,0.04702861594813018,-0.14545627023043142,-0.1501115659702569,0.25222026862091534,0.2651846416550674,0.18084414135731014,0.1533324903390384,-0.1325982435453056,-0.23827403804347358,0.10265188074406015,0.25081893949514833,0.25194182870034104,0.2515888560558478,0.24309340011474814,0.15461943892402666,0.26389956824993505,0.25256642111210836,0.08180368860549656,0.1491004970011873,0.1731909562039013,0.008989078383864289,1.0,0.0914767260721815,0.3546133968095276,0.7010074241088519,0.2337086412879334,0.20376448091595842,0.7131458047036083,0.2066985415012596,0.12825880464698308,0.8672915831790973,0.050640879125517534,0.07037327115281714,0.9813864012687149,0.12236330440681728,0.22079177219437074,0.9379045377517272,0.18949937567985886,0.14425054886745886,1.0,0.0914767260721815,0.330829111102452,1.0,0.0914767260721815,0.35495148950298583,0.20741983972861958,-0.3404873247697925,0.17261655752557997,0.13144200165511596,0.07440817180840059,0.03633800244392284,0.014931190133917544,-0.004052625420273949,-0.16608017278749423,0.1066421445855369,0.06308413119003786,0.05130730646520399,0.18890029691432683,0.11323501376556953,0.23334721822611085,0.1338910936328632,0.0675758225474553,0.0368992931941804,0.14672489788236773,0.06252653318917774,0.0371339109986409,0.13144200165511596,0.07440817180840059,0.04620661112528827,0.13144200165511596,0.07440817180840059,0.039814220671407045,0.013228529103438634,0.0071496756398495565,-0.03545291061045988,-0.048846090354361306,0.06992413660929217,0.0690766155502896,0.0017272539912861029,0.011772428584466456,-0.06928047024269515,-0.08773022905368391,-0.05751384687368424,-0.0649809091612797,-0.17700657835097688,0.017151215061331833,0.2452343058319487,0.058458974365700606,-0.020692217078604667,0.011822171867901512,0.23292888195890024,-0.01611833902933222,-0.040674766471836,0.05990786381533779,-0.07080512104964769,-0.021659523582200954,0.01783737414009953,0.040094076483218916
