,count,mean,min,25%,50%,75%,max,std
flaps_area,132.0,23.77989945454714,21.099999999999632,21.1,21.1,26.85375000000005,67.13,6.821015721772925
flaps_bf/b,132.0,0.7517209382575696,0.6,0.7380026646464303,0.78,0.78,0.78,0.04907611099056958
flaps_cf/c,132.0,0.16624242424242422,0.15,0.15,0.176,0.176,0.176,0.012564411883832182
flaps_Sf/S,132.0,0.16244696969696967,0.15,0.15,0.17,0.17,0.17,0.00965299810559164
cruise_mach,132.0,0.8015303030303031,0.78,0.78,0.78,0.85,0.85,0.031032964348307882
cruise_range,132.0,8415.90909090909,3300.0,5000.0,6300.0,14700.0,15000.0,4313.742102046686
drag_cd0,132.0,0.018863636363636364,0.017,0.017,0.018,0.022,0.024,0.0021499963687976686
drag_k,132.0,0.03993939393939394,0.038,0.038,0.039,0.042,0.043,0.002025628074335342
drag_e,132.0,0.7971515151515153,0.765,0.783,0.799,0.807,0.819,0.01186211163087248
drag_gears,132.0,0.015848484848484844,0.013,0.014,0.017,0.017,0.019,0.0017798054979282722
fuel_fuel_coef,132.0,2.9899578801194697,2.33357287,2.65942225,2.65942225,3.086355339673145,6.0218489,0.7795992526842469
limits_MTOW,132.0,139897.72727272726,75500.0,78000.0,79000.0,233000.0,351500.0,90448.62188503565
limits_MLW,132.0,108903.0303030303,62500.0,66000.0,66000.0,183500.0,251300.0,63078.03955987085
limits_OEW,132.0,73383.93939393939,40800.0,42600.0,44300.0,120845.0,167800.0,44301.675769272704
limits_MFC,132.0,63243.90151515151,24210.0,26000.0,29700.0,139000.0,181300.0,52866.66986811657
limits_VMO,132.0,356.2878787878788,330.0,340.0,350.0,350.0,515.0,40.876005074933126
limits_MMO,132.0,0.8417424242424243,0.82,0.82,0.82,0.89,0.9,0.03256224133087896
limits_ceiling,132.0,12668.181818181818,12500.0,12500.0,12500.0,13100.0,13100.0,270.514968844957
clean_e,132.0,0.7969999999999984,0.7969999999999984,0.7969999999999984,0.7969999999999984,0.7969999999999984,0.7969999999999985,2.1690001604917172e-17
origin_longitude,132.0,-29.237281030132856,-122.374821,-89.055702,-74.1469,29.3092,174.786331,89.95644457536191
origin_latitude,132.0,24.87091337107774,-37.661548,13.4409,31.1434,40.639447,55.950145,20.254993291202815
origin_elevation,132.0,1482.7954545454545,5.0,13.0,87.0,680.0,8360.0,2726.9480066778356
origin_RWY_1_HEADING_a,132.0,97.87121212121212,1.0,57.75,90.0,134.0,182.0,52.084400868078745
origin_RWY_1_HEADING_b,132.0,256.0530303030303,1.0,231.0,263.0,314.0,359.0,80.37111577108502
origin_RWY_1_LENGTH,132.0,3547.598484848485,1988.0,3200.0,3657.5,4000.0,4500.0,538.954144969093
origin_RWY_2_HEADING_a,132.0,83.27272727272727,1.0,42.0,70.0,134.0,182.0,53.18240122577009
origin_RWY_2_HEADING_b,132.0,249.63636363636363,1.0,213.0,250.0,292.0,359.0,69.85658948927342
origin_RWY_2_LENGTH,132.0,3259.492424242424,1800.0,3000.0,3382.0,3682.0,4500.0,554.1750556535201
origin_RWY_3_HEADING_a,132.0,92.5,2.0,51.75,83.0,134.0,182.0,50.943989599715074
origin_RWY_3_HEADING_b,132.0,258.8636363636364,1.0,227.0,255.0,301.0,359.0,70.00313763167314
origin_RWY_3_LENGTH,132.0,3216.9545454545455,1524.0,3000.0,3200.5,3800.0,4098.0,573.746078682555
origin_RWY_4_HEADING_a,132.0,89.82575757575758,1.0,47.0,74.0,134.0,182.0,55.18525306556316
origin_RWY_4_HEADING_b,132.0,248.00757575757575,1.0,213.0,250.0,314.0,359.0,80.23957412117096
origin_RWY_4_LENGTH,132.0,3116.310606060606,1029.0,2721.0,3200.0,3408.0,4500.0,637.6102943963817
origin_RWY_5_HEADING_a,132.0,96.18939393939394,1.0,52.0,85.0,134.0,182.0,52.807605943002315
origin_RWY_5_HEADING_b,132.0,254.37121212121212,1.0,227.0,251.0,310.0,359.0,80.38299593297558
origin_RWY_5_LENGTH,132.0,3451.507575757576,1524.0,3040.25,3520.0,4000.0,4500.0,636.4762187555843
origin_RWY_6_HEADING_a,132.0,94.17424242424242,1.0,51.0,83.0,134.0,182.0,52.40250798323634
origin_RWY_6_HEADING_b,132.0,257.81060606060606,1.0,227.0,251.0,314.0,359.0,74.34273144507037
origin_RWY_6_LENGTH,132.0,3417.7045454545455,779.0,3008.25,3535.0,4000.0,4500.0,722.398493766408
origin_RWY_7_HEADING_a,132.0,97.87121212121212,1.0,57.75,90.0,134.0,182.0,52.084400868078745
origin_RWY_7_HEADING_b,132.0,256.0530303030303,1.0,231.0,263.0,314.0,359.0,80.37111577108502
origin_RWY_7_LENGTH,132.0,3496.810606060606,1988.0,3168.25,3618.0,4000.0,4500.0,575.5243362065952
origin_RWY_8_HEADING_a,132.0,97.87121212121212,1.0,57.75,90.0,134.0,182.0,52.084400868078745
origin_RWY_8_HEADING_b,132.0,256.0530303030303,1.0,231.0,263.0,314.0,359.0,80.37111577108502
origin_RWY_8_LENGTH,132.0,3496.810606060606,1988.0,3168.25,3618.0,4000.0,4500.0,575.5243362065952
destination_longitude,132.0,-26.245353225981546,-122.310276,-88.19252549999999,-73.779317,7.14274,177.4429931640625,92.37321163793949
destination_latitude,132.0,21.54470489460999,-37.661548,12.785374999999998,31.1434,40.639447,55.950145,26.282354741044557
destination_elevation,132.0,1171.8484848484848,9.0,20.0,104.0,702.0,8360.0,2219.780212230115
destination_RWY_1_HEADING_a,132.0,104.13636363636364,1.0,70.0,118.0,152.0,182.0,53.2441836736452
destination_RWY_1_HEADING_b,132.0,262.3181818181818,0.0,231.0,288.0,315.0,359.0,82.94054876072408
destination_RWY_1_LENGTH,132.0,3641.030303030303,1988.0,3200.0,3682.0,3962.0,4447.0,498.95066897147564
destination_RWY_2_HEADING_a,132.0,76.74242424242425,1.0,31.0,70.0,116.0,182.0,53.39648917928599
destination_RWY_2_HEADING_b,132.0,251.28787878787878,0.0,211.0,250.0,283.0,359.0,60.446624022946516
destination_RWY_2_LENGTH,132.0,3170.9772727272725,1800.0,2854.75,3382.0,3665.5,4351.0,613.6951958200893
destination_RWY_3_HEADING_a,132.0,103.02272727272727,16.0,70.0,111.0,137.75,182.0,46.63050567687184
destination_RWY_3_HEADING_b,132.0,277.5681818181818,0.0,250.0,291.0,314.5,359.0,57.148019030511705
destination_RWY_3_LENGTH,132.0,3193.818181818182,1663.0,3009.75,3201.0,3514.75,4447.0,523.5667869816198
destination_RWY_4_HEADING_a,132.0,91.95454545454545,1.0,33.0,83.0,149.75,182.0,56.288767965096305
destination_RWY_4_HEADING_b,132.0,250.13636363636363,0.0,211.0,257.0,314.0,359.0,81.71284413480896
destination_RWY_4_LENGTH,132.0,3179.469696969697,1029.0,2721.0,3200.0,3657.0,4447.0,597.7115191657418
destination_RWY_5_HEADING_a,132.0,101.65151515151516,1.0,70.0,109.5,139.0,182.0,53.45041004112741
destination_RWY_5_HEADING_b,132.0,259.8333333333333,0.0,228.75,279.0,311.0,359.0,82.41286554370429
destination_RWY_5_LENGTH,132.0,3515.068181818182,1524.0,3200.0,3642.0,3962.0,4447.0,683.1450305171904
destination_RWY_6_HEADING_a,132.0,100.82575757575758,1.0,63.0,109.5,139.0,182.0,53.72825265174259
destination_RWY_6_HEADING_b,132.0,264.4621212121212,0.0,228.75,288.0,315.0,359.0,76.86921631472613
destination_RWY_6_LENGTH,132.0,3471.6969696969695,779.0,3200.0,3657.5,3962.0,4447.0,812.3253300389002
destination_RWY_7_HEADING_a,132.0,104.13636363636364,1.0,70.0,118.0,152.0,182.0,53.2441836736452
destination_RWY_7_HEADING_b,132.0,262.3181818181818,0.0,231.0,288.0,315.0,359.0,82.94054876072408
destination_RWY_7_LENGTH,132.0,3602.939393939394,1988.0,3200.0,3658.5,3962.0,4447.0,535.8906228491455
destination_RWY_8_HEADING_a,132.0,104.13636363636364,1.0,70.0,118.0,152.0,182.0,53.2441836736452
destination_RWY_8_HEADING_b,132.0,262.3181818181818,0.0,231.0,288.0,315.0,359.0,82.94054876072408
destination_RWY_8_LENGTH,132.0,3602.939393939394,1988.0,3200.0,3658.5,3962.0,4447.0,535.8906228491455
LF1,132.0,0.4522516370189554,0.1778246142456251,0.3630959079017338,0.4682095994789011,0.5194292519096828,0.8156064119366871,0.135920029821644
LF2,132.0,0.2305959779461177,0.1498653839875728,0.2048093724543108,0.2114618312547737,0.2122934805753328,0.782527960186974,0.09313943037124914
parked_fraction,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
takeoff_fraction,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
climb_fraction,132.0,0.0987026082600126,0.0,0.0,0.0,0.0,1.0,0.2877986825169712
cruise_fraction,132.0,0.7323191173712441,0.0,0.27782193958664547,1.0,1.0,1.0,0.41834604064202235
descent_fraction,132.0,0.1402130015829148,0.0,0.0,0.0,0.0,1.0,0.3232103982648559
approach_fraction,132.0,0.006038000058555857,0.0,0.0,0.0,0.0,0.42276422764227645,0.03951496830817313
landing_fraction,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxiing_fraction,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
takeoff_delta,132.0,196.54830164141413,-24.135066666666667,80.59538333333334,154.93982499999998,256.2026125,727.6600833333334,160.42247005551144
landing_delta,132.0,165.14588573232322,-6.9971000000000005,44.048120833333336,125.33765,254.16104166666668,545.12195,141.1274617096657
mean_time_in_air,132.0,200.82739791666665,0.0,82.92448125000001,157.59234583333333,258.7252854166667,742.6311916666667,161.32335642937522
segment_duration_s,129.0,492.31803875968995,45.562,295.65,300.81,458.121,3588.379,567.2879897157396
segment_distance_km,129.0,117.28608638295833,0.0,61.18908549557748,68.957608707961,96.437093313008,883.4628413907108,141.14184636934786
mean_vertical_rate,132.0,-62.08277530644051,-2282.6200873362445,-13.535738269479122,0.0,4.8564599516770155,2331.205387205387,718.9968989788224
starting_altitude,132.0,32739.796191919188,500.0,33997.75,36018.0,38000.0256,41000.0,9666.97385220125
ending_altitude,132.0,32102.832298989902,-199.9488,33009.75,36000.0,38000.0064,41000.0,10217.669955192596
altitude_difference,132.0,-636.554802020202,-25458.5216,-8.5,0.0,6.5,11900.0,4341.10584077341
std_vertical_rate,132.0,145.959665627569,0.0,3.2324881425670773,37.712361663282564,69.5264690115634,1524.9016656313177,261.0548338560729
mean_track,132.0,135.5345673739775,0.0,32.30648448791749,133.81479510624592,224.7278782527365,337.1560698573847,107.77420946551285
std_track,132.0,6.268777498945698,0.0,0.08565956019706972,0.2012163994240551,2.100735441390224,174.23612150527399,22.133044027019174
num_trajectory_points,129.0,443.1162790697674,2.0,2.0,437.0,592.0,6753.0,697.6725999249552
points_per_second,129.0,1.1302129748710374,0.0005573547275803364,0.008298961799878836,1.5716739823161758,1.9518423375679252,2.0421199820937264,0.8748361527822429
