,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_lambda_f,flaps_cf/c,flaps_Sf/S,cruise_height,cruise_mach,cruise_range,engine_number,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,engine_options_A318-111,engine_options_A318-112,engine_options_A318-121,engine_options_A318-122,engine_options_A380-841,engine_options_A380-842,engine_options_A380-861,clean_cd0,clean_k,clean_e,clean_gears,eng_turbofan,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction
pax_low,0.1225413796391537,0.36775585646089093,0.962225425194861,0.9350699429376337,0.9451743982265188,0.9334663655301454,0.15794362253484834,0.9705282183206896,0.9777035836887784,0.9721188295578139,1.0,0.9975520326993732,0.9102225238977358,0.9774764562114272,0.9174465289438655,0.934604540531908,0.865513877467306,0.9462709993811659,0.9801135542517696,-0.9312803814737903,0.952598102787842,-0.6712165662376788,,0.1798218079307868,-0.7673636067183286,,0.9185458681343761,0.8228143128555578,0.8733355180309611,0.6987223205928451,0.9391708954495738,-0.0666937935087441,-0.5909674347542273,0.26565445836778434,0.962225425194861,0.9350699429376337,0.945174398226519,0.9334663655301454,0.1579436225348481,0.9705282183206896,0.9777035836887779,,,,,,,,,,,,,-0.13692202155638145,0.17540667895244988,0.6344362317722692,-0.029743044413487893,,-0.06813574376851063,-0.09666110358286109,-0.03727947119478984,0.09644683568792156
pax_high,0.10704350000163174,0.40696069907752647,0.9717196915714501,0.9480534123492504,0.9560810413775667,0.9432656220835965,0.11063537389595701,0.974342383260564,0.9708137726019753,0.9783759096303993,0.9975520326993732,1.0,0.9287780270764527,0.9741811381340508,0.9282939546439214,0.9420760303243183,0.8801825548324207,0.9529712911986501,0.976886642465001,-0.9414086833835548,0.9547339349153902,-0.6538270596834749,,0.1419717067265502,-0.7747035268098427,,0.9281842594994195,0.8387399464896236,0.8413714987891305,0.7308960298984588,0.9331371243655096,-0.12053534810830875,-0.5890476925112208,0.2828154621270358,0.9717196915714501,0.9480534123492504,0.9560810413775667,0.9432656220835965,0.11063537389595668,0.974342383260564,0.9708137726019747,,,,,,,,,,,,,-0.10235940822516286,0.2154199229445937,0.6507431552013728,-0.034356405953511866,,-0.07510613377283744,-0.09115475679250518,-0.026775788497986102,0.08898156837982063
fuselage_length,0.01934201699932592,0.4822344729783425,0.982350372872183,0.9913556059362815,0.987243728512847,0.9808732400953314,-0.23398423612567523,0.9660193216812532,0.8409515257918133,0.9725891519117839,0.9102225238977358,0.9287780270764527,1.0,0.9322320186337186,0.9823381421841014,0.9811566091743845,0.9781844104936298,0.9487418714563133,0.9401342909230678,-0.8703752001423826,0.8088335599131434,-0.6627366138151318,,-0.19414346645256575,-0.8846441010245332,,0.9798931586864984,0.9325145495777344,0.6161979612478771,0.9070086165963024,0.8681827171645413,-0.448717432430647,-0.7202999878196141,0.5427550319846238,0.982350372872183,0.9913556059362815,0.987243728512847,0.9808732400953312,-0.23398423612567568,0.9660193216812534,0.8409515257918129,,,,,,,,,,,,,-0.06929992286402126,0.2526364289484722,0.7528903416586044,-0.08527060648528317,,-0.07869522244488084,-0.013114981058943617,-0.023734639690507334,0.01833220172045624
fuselage_height,0.13806652184704846,0.33668285034836426,0.9790384503449846,0.9635283747084018,0.9717546788609884,0.967759318812952,0.07542814464868121,0.987619323223592,0.9405333104798276,0.9851084469190597,0.9774764562114272,0.9741811381340508,0.9322320186337186,1.0,0.9633773034996427,0.9724277684614734,0.9250876935957029,0.9694996772975233,0.9972720830986266,-0.8793077592353896,0.8952397593394265,-0.6780709844663523,,0.11097334878067118,-0.7899134306441191,,0.9485399680893035,0.8823953629597924,0.8379373367101471,0.7367672269198634,0.9126627594096087,-0.13830153682874166,-0.7121971872320111,0.4024492214047847,0.9790384503449847,0.9635283747084018,0.9717546788609884,0.9677593188129521,0.07542814464868099,0.9876193232235922,0.9405333104798269,,,,,,,,,,,,,-0.19761486480900423,0.11543606801284395,0.6810499789021341,-0.05139292458972369,,-0.13204359444154554,-0.07302795280478208,-0.04472243425150247,0.0776902419673716
fuselage_width,0.07428757419640816,0.41492405533133,0.9887287513419647,0.9955536247772634,0.9956117899806627,0.9955843709322926,-0.186743693284589,0.9812971174426889,0.8526512302078203,0.9814525557778114,0.9174465289438655,0.9282939546439214,0.9823381421841014,0.9633773034996427,1.0,0.9970220143140283,0.9922078490478369,0.9701438567427854,0.9655510823677443,-0.8463355017210955,0.8104286849362685,-0.6718350280351164,,-0.13945086558093747,-0.8584487173286726,,0.9856753736531774,0.958767673355243,0.6637547179728781,0.8497425852262614,0.8496671303826082,-0.3612175725184242,-0.8023187160750064,0.5565338894299116,0.9887287513419649,0.9955536247772635,0.9956117899806627,0.9955843709322926,-0.18674369328458934,0.9812971174426895,0.8526512302078199,,,,,,,,,,,,,-0.13219581539089997,0.1837079620323404,0.7698543746136086,-0.07012292649455733,,-0.12422547429595217,-0.026646260499637163,-0.0277355847549071,0.031860672738350075
wing_area,0.07063334710775034,0.40423083915584396,0.991746636049325,0.9943952750526487,0.9961821341837787,0.9938233929569837,-0.14604178927575448,0.9904374753790963,0.8776897758785315,0.9858977212608365,0.934604540531908,0.9420760303243183,0.9811566091743845,0.9724277684614734,0.9970220143140283,1.0,0.985891296409021,0.967418653043862,0.978122495458349,-0.8666901500440044,0.8227368429573445,-0.7025715089007749,,-0.11869862722547189,-0.8738309350704608,,0.9925401021401702,0.9474530096567382,0.6970803829330698,0.8400667997255338,0.8785747585699372,-0.3233087197058338,-0.7986940817221487,0.5221536160073973,0.991746636049325,0.9943952750526486,0.9961821341837787,0.9938233929569836,-0.14604178927575492,0.9904374753790962,0.8776897758785307,,,,,,,,,,,,,-0.14699018762043567,0.16709055822911031,0.7614892541165251,-0.06256556841944086,,-0.09116874939180883,-0.030246795431353026,-0.03775577344440379,0.037261014984284004
wing_span,0.04322584229102548,0.4196093747961191,0.9661552932288969,0.9832069657058631,0.9801998437994015,0.9826026374587066,-0.2957100626124474,0.9552725455028446,0.7903656379667502,0.9536850669067438,0.865513877467306,0.8801825548324207,0.9781844104936298,0.9250876935957029,0.9922078490478369,0.985891296409021,1.0,0.9416824675901717,0.9306214576051189,-0.8029354781841391,0.737610144528034,-0.6697950431550761,,-0.25485455283506914,-0.8792326983849602,,0.9814445160770874,0.9698853238201333,0.5739803092298147,0.8763820124536771,0.8047460687204371,-0.44432337105316794,-0.8405234998074975,0.6216765214661936,0.9661552932288969,0.9832069657058631,0.9801998437994015,0.9826026374587068,-0.2957100626124481,0.9552725455028449,0.7903656379667495,,,,,,,,,,,,,-0.12425843887392246,0.18162280450206394,0.7922596600978965,-0.07838247794932289,,-0.11038330850979619,0.00048547757577323654,-0.029226496779267707,0.00779027097576206
wing_mac,0.13512705208668482,0.3741153300864259,0.9813723561757122,0.9774714461276679,0.9780047750043377,0.985121129945137,-0.09194478964501518,0.964599390598823,0.8706523060027326,0.986877152914304,0.9462709993811659,0.9529712911986501,0.9487418714563133,0.9694996772975233,0.9701438567427854,0.967418653043862,0.9416824675901717,1.0,0.9661497972409367,-0.8314605704390501,0.8885979601902694,-0.7097472906132097,,-0.011479655515281495,-0.8246744290613127,,0.9381284480956843,0.9001043599866971,0.7540642981178581,0.7943401272080907,0.8719492240970831,-0.26040063830542665,-0.6994456714657169,0.5195895079974563,0.9813723561757122,0.977471446127668,0.9780047750043379,0.9851211299451372,-0.0919447896450155,0.964599390598823,0.8706523060027319,,,,,,,,,,,,,-0.1359347888818403,0.1937083529462651,0.6983058073681712,-0.06461611454038016,,-0.09690605699932013,-0.07893092460553919,-0.019924694694808415,0.07653419780054688
wing_sweep,0.11849576440247857,0.3475476798455886,0.9825733277875957,0.9676639143766983,0.9756243453538131,0.970212648593484,0.053044033821537065,0.9930741451615258,0.9448180076337154,0.9868227500762436,0.9801135542517696,0.976886642465001,0.9401342909230678,0.9972720830986266,0.9655510823677443,0.978122495458349,0.9306214576051189,0.9661497972409367,1.0,-0.8935723052913915,0.8910851689097072,-0.7123898752536488,,0.07076541150595853,-0.8222145818287664,,0.9618898045823253,0.8847723704512406,0.8300199984657601,0.7511601012764975,0.9268717266144415,-0.14937003077788166,-0.7254597875107375,0.3972361497546567,0.9825733277875957,0.9676639143766983,0.9756243453538133,0.9702126485934842,0.05304403382153662,0.993074145161526,0.9448180076337149,,,,,,,,,,,,,-0.18985771962979803,0.12185097531115659,0.690900161934843,-0.044472448807918626,,-0.08547313799514511,-0.06899530492306674,-0.04868674993975396,0.07463149961012794
wing_t/c,-0.012773720586848933,-0.5322585537043519,-0.9008401397414978,-0.8728599954821565,-0.8827171555153371,-0.8469133633646748,-0.11664094976521885,-0.9162915704719731,-0.9576756341225936,-0.8880549563890321,-0.9312803814737903,-0.9414086833835548,-0.8703752001423826,-0.8793077592353896,-0.8463355017210955,-0.8666901500440044,-0.8029354781841391,-0.8314605704390501,-0.8935723052913915,1.0,-0.9128052939286933,0.5151627259350405,,-0.10160498110125586,0.6912765856583127,,-0.8865441892445686,-0.7703320691491509,-0.730413610419406,-0.6876408310355955,-0.8734556762446882,0.12489565131143374,0.5326890843052529,-0.0625076442781794,-0.9008401397414975,-0.8728599954821564,-0.882717155515337,-0.8469133633646747,-0.11664094976521862,-0.9162915704719731,-0.957675634122593,,,,,,,,,,,,,-0.05478372828990333,-0.333784023158618,-0.6253039412469885,-0.02159486146762847,,0.021123977457144984,0.08043125493867027,-0.010547705087148949,-0.06966087105499755
flaps_area,0.14542186144325064,0.4186794702987587,0.8832478185604636,0.844064844688685,0.8537900241601768,0.8371791827036118,0.24986323054732915,0.8806979027801419,0.9477720426766519,0.8930307143019398,0.952598102787842,0.9547339349153902,0.8088335599131434,0.8952397593394265,0.8104286849362685,0.8227368429573445,0.737610144528034,0.8885979601902694,0.8910851689097072,-0.9128052939286933,1.0,-0.5446149363040139,,0.3167442153590509,-0.6092771136406118,,0.7989095720070684,0.6956160547349282,0.8620144332951252,0.5937594771865778,0.8706403934970489,0.015742082635046367,-0.40794205902832126,0.0936594766842252,0.8832478185604637,0.844064844688685,0.8537900241601768,0.8371791827036118,0.24986323054732912,0.880697902780142,0.9477720426766514,,,,,,,,,,,,,-0.005347158206941592,0.2953917266836535,0.514867623678247,0.006397455266346177,,-0.06366890714393204,-0.15487917529539844,0.01901980228328528,0.13466802858964225
flaps_bf/b,-0.053583366868531476,-0.0913267771064794,-0.6819068607358586,-0.6831352900864783,-0.680012537197079,-0.703768535674951,0.16904717458820728,-0.6834761377097571,-0.581021483152601,-0.6979889561718567,-0.6712165662376788,-0.6538270596834749,-0.6627366138151318,-0.6780709844663523,-0.6718350280351164,-0.7025715089007749,-0.6697950431550761,-0.7097472906132097,-0.7123898752536488,0.5151627259350405,-0.5446149363040139,1.0,,0.24460859345925398,0.8951908319125058,,-0.7044352521814452,-0.5704018310436682,-0.6027917134582267,-0.617267529455646,-0.7696963757760742,0.1627677283248567,0.6073332703296173,-0.5244800309838813,-0.6819068607358587,-0.6831352900864786,-0.6800125371970793,-0.7037685356749511,0.16904717458820806,-0.6834761377097572,-0.5810214831526009,,,,,,,,,,,,,0.28123828097738396,0.05504936061651241,-0.4565416602854008,0.03774573581374629,,-0.37255759060624305,0.051679278322378834,0.1131416096036356,-0.07086240999661819
flaps_lambda_f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flaps_cf/c,0.26086836962109333,-0.20856897579005348,-0.05032696735328796,-0.1277405630532892,-0.09934501984043094,-0.11754823097941386,0.9530081493125506,-0.007592619882599034,0.2841670073141289,-0.0075406393770766035,0.1798218079307868,0.1419717067265502,-0.19414346645256575,0.11097334878067118,-0.13945086558093747,-0.11869862722547189,-0.25485455283506914,-0.011479655515281495,0.07076541150595853,-0.10160498110125586,0.3167442153590509,0.24460859345925398,,1.0,0.422142559333987,,-0.1828298068342264,-0.25470581881686427,0.5549914877505915,-0.43346518152645697,0.11302832783043032,0.7537514655425147,0.39315196131414726,-0.5786567349629158,-0.050326967353288246,-0.12774056305328937,-0.09934501984043109,-0.11754823097941412,0.9530081493125516,-0.007592619882599086,0.28416700731412886,,,,,,,,,,,,,-0.14415115072968418,-0.15133815619272034,-0.3176168019013586,0.0492446870648015,,-0.2700181323857975,-0.1672152480711407,-0.005955889999589391,0.15377205684166131
flaps_Sf/S,0.03610685060609689,-0.3304493996565493,-0.8485208928867961,-0.868274362799754,-0.8591555722471881,-0.8677755248729567,0.3751737570668313,-0.8363511248989062,-0.67014568611893,-0.8437201858111583,-0.7673636067183286,-0.7747035268098427,-0.8846441010245332,-0.7899134306441191,-0.8584487173286726,-0.8738309350704608,-0.8792326983849602,-0.8246744290613127,-0.8222145818287664,0.6912765856583127,-0.6092771136406118,0.8951908319125058,,0.422142559333987,1.0,,-0.8917711666245356,-0.7987741575470528,-0.5098188542778989,-0.8702616116681382,-0.8278752983806495,0.46745431497044854,0.7307341744899265,-0.6428188630397913,-0.848520892886796,-0.8682743627997539,-0.8591555722471877,-0.8677755248729566,0.37517375706683237,-0.8363511248989062,-0.6701456861189292,,,,,,,,,,,,,0.16272644241065454,-0.11364359656035403,-0.6659606354959451,0.08171712929552823,,-0.21417938206754009,-0.01394116804461597,0.08227562474915455,-0.005879208785350496
cruise_height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cruise_mach,0.030209036167210688,0.4361843981839961,0.9806255018809615,0.9847691744143906,0.9865908757153463,0.9789733658828456,-0.18320461879280772,0.9834792420293953,0.8716376719343387,0.968854574766581,0.9185458681343761,0.9281842594994195,0.9798931586864984,0.9485399680893035,0.9856753736531774,0.9925401021401702,0.9814445160770874,0.9381284480956843,0.9618898045823253,-0.8865441892445686,0.7989095720070684,-0.7044352521814452,,-0.1828298068342264,-0.8917711666245356,,1.0,0.9460023078623544,0.6540120405329111,0.8479513851523878,0.8712696841865116,-0.34482431071873415,-0.8113722719868094,0.4866867335336868,0.9806255018809618,0.9847691744143908,0.9865908757153463,0.9789733658828456,-0.18320461879280797,0.9834792420293953,0.8716376719343384,,,,,,,,,,,,,-0.11190931731600007,0.19181834072021334,0.7772371694693984,-0.04713884604307171,,-0.043114593910150656,-0.017655773709874447,-0.03606601691047142,0.02512300586959944
cruise_range,0.06340101103801467,0.37058123140528365,0.9251454280758877,0.9425060195666408,0.9450295596880558,0.9505660067971973,-0.30302833318198935,0.9169947439118413,0.7528972116186486,0.9150993969401999,0.8228143128555578,0.8387399464896236,0.9325145495777344,0.8823953629597924,0.958767673355243,0.9474530096567382,0.9698853238201333,0.9001043599866971,0.8847723704512406,-0.7703320691491509,0.6956160547349282,-0.5704018310436682,,-0.25470581881686427,-0.7987741575470528,,0.9460023078623544,1.0,0.5122261491681289,0.768688556032771,0.6879457467966708,-0.3591160898452745,-0.8547928356137371,0.5717386501177174,0.9251454280758877,0.9425060195666409,0.9450295596880558,0.9505660067971975,-0.3030283331819896,0.9169947439118417,0.7528972116186482,,,,,,,,,,,,,-0.1143071250162522,0.16645071170150338,0.8425984162668244,-0.053338784378124865,,-0.18869107285921574,0.012060549069875097,-0.022885568380105248,-0.0034348062472708877
engine_number,0.23312428816606756,0.09076727129803298,0.733427465261217,0.6774186182477261,0.6983784819142493,0.6914432177885913,0.5560377541360022,0.7682739203304452,0.889939504350766,0.7672134084337597,0.8733355180309611,0.8413714987891305,0.6161979612478771,0.8379373367101471,0.6637547179728781,0.6970803829330698,0.5739803092298147,0.7540642981178581,0.8300199984657601,-0.730413610419406,0.8620144332951252,-0.6027917134582267,,0.5549914877505915,-0.5098188542778989,,0.6540120405329111,0.5122261491681289,1.0,0.3528088450286191,0.8463263838397805,0.33295454871968116,-0.3622496128171893,0.027503798481870973,0.733427465261217,0.6774186182477261,0.6983784819142492,0.6914432177885913,0.556037754136002,0.7682739203304452,0.8899395043507654,,,,,,,,,,,,,-0.28825618560387956,-0.04860167473853233,0.33453171549782107,-0.0010915493355520866,,-0.051221250019220316,-0.15735639711944996,-0.07329717545177902,0.15957828634192284
drag_cd0,-0.09402827497214723,0.5495817485652518,0.8324052809379082,0.8653303143548939,0.8438821973976394,0.8377750703580021,-0.4771494223673188,0.7925246893264961,0.6013249500076726,0.807165782672765,0.6987223205928451,0.7308960298984588,0.9070086165963024,0.7367672269198634,0.8497425852262614,0.8400667997255338,0.8763820124536771,0.7943401272080907,0.7511601012764975,-0.6876408310355955,0.5937594771865778,-0.617267529455646,,-0.43346518152645697,-0.8702616116681382,,0.8479513851523878,0.768688556032771,0.3528088450286191,1.0,0.7636327889863045,-0.7509483053859178,-0.6045578463060922,0.6717231369234513,0.8324052809379082,0.865330314354894,0.843882197397639,0.8377750703580021,-0.4771494223673194,0.7925246893264963,0.6013249500076719,,,,,,,,,,,,,0.022128171082050153,0.3162380310868341,0.6131480033183819,-0.1362880520287995,,0.03295629329825796,0.032941870087635536,-0.006047170648958246,-0.02832552018788939
