,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_cf/c,flaps_Sf/S,cruise_mach,cruise_range,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,clean_e,origin_longitude,origin_latitude,origin_elevation,origin_RWY_1_HEADING_a,origin_RWY_1_HEADING_b,origin_RWY_1_LENGTH,origin_RWY_2_HEADING_a,origin_RWY_2_HEADING_b,origin_RWY_2_LENGTH,origin_RWY_3_HEADING_a,origin_RWY_3_HEADING_b,origin_RWY_3_LENGTH,origin_RWY_4_HEADING_a,origin_RWY_4_HEADING_b,origin_RWY_4_LENGTH,origin_RWY_5_HEADING_a,origin_RWY_5_HEADING_b,origin_RWY_5_LENGTH,origin_RWY_6_HEADING_a,origin_RWY_6_HEADING_b,origin_RWY_6_LENGTH,origin_RWY_7_HEADING_a,origin_RWY_7_HEADING_b,origin_RWY_7_LENGTH,origin_RWY_8_HEADING_a,origin_RWY_8_HEADING_b,origin_RWY_8_LENGTH,destination_longitude,destination_latitude,destination_elevation,destination_RWY_1_HEADING_a,destination_RWY_1_HEADING_b,destination_RWY_1_LENGTH,destination_RWY_2_HEADING_a,destination_RWY_2_HEADING_b,destination_RWY_2_LENGTH,destination_RWY_3_HEADING_a,destination_RWY_3_HEADING_b,destination_RWY_3_LENGTH,destination_RWY_4_HEADING_a,destination_RWY_4_HEADING_b,destination_RWY_4_LENGTH,destination_RWY_5_HEADING_a,destination_RWY_5_HEADING_b,destination_RWY_5_LENGTH,destination_RWY_6_HEADING_a,destination_RWY_6_HEADING_b,destination_RWY_6_LENGTH,destination_RWY_7_HEADING_a,destination_RWY_7_HEADING_b,destination_RWY_7_LENGTH,destination_RWY_8_HEADING_a,destination_RWY_8_HEADING_b,destination_RWY_8_LENGTH,arrival_rwy_heading,departure_rwy_heading,arrival_rwy_length,departure_rwy_length,starting_altitude,ending_altitude,altitude_difference,mean_vertical_rate,std_vertical_rate,mean_track,std_track,num_trajectory_points,points_per_second,takeoff_delta,landing_delta,mean_time_in_air,segment_duration_s,segment_distance_km,mean_dist_to_origin_km,mean_dist_to_dest_km,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,landing_fraction,taxiing_fraction
drag_e,0.015670408035903784,-0.3856528527759372,-0.6225604405544202,-0.6364546816318039,-0.6162376156423254,-0.6050848985465714,0.3629325626636663,-0.46091441148689666,-0.35653524077643156,-0.6146701970869239,-0.6014901715827999,-0.6253746813270624,-0.6671491304108029,-0.5285546101146441,-0.5807359858466047,-0.596118703705929,-0.6051950645593014,-0.574974277670597,-0.4937007348465671,0.3175989271840081,-0.09932974141407426,0.20111799597797703,0.5555180642477213,0.5502536218530754,-0.5085741871629766,-0.4794824698330801,-0.9262933603507757,-0.622407811465344,1.0,0.46486523140279606,-0.2536780927960518,-0.6225604405544198,-0.6364546816318037,-0.6162376156423254,-0.6050848985465707,0.3629325626636662,-0.4609144114868963,-0.35653524077643156,0.18185899279573087,-0.5137003774933189,0.005146970105175424,0.30705106817281763,-0.1446564698457448,-0.13481251103668257,-0.1804529288041995,-0.21096737339660415,-0.18095547621736313,-0.12344444442515469,-0.11582641172356518,-0.09838442123402091,-0.16838385523080557,-0.14739932303785713,-0.13823477789932923,-0.14999239092357786,-0.14537165618188744,-0.14798383353907993,-0.1639875851599044,-0.09963193611236892,-0.2048796378344948,-0.12556988595644172,-0.1446564698457448,-0.13481251103668257,-0.18331070394475124,-0.1446564698457448,-0.13481251103668257,-0.18944531501205047,-0.5303360210203747,0.1961769173724283,0.3059916622539023,-0.0890173094434586,-0.09601608728419415,-0.11770643892764497,-0.07824759123177134,-0.09368849590443905,0.030346057902301653,-0.0576028697315809,-0.07042402319023625,0.003658168111594039,-0.12232389474224388,-0.11931269784359258,-0.20522181205780748,-0.10091810220591504,-0.10601955763295677,-0.12318527727486653,-0.061560863145136806,-0.15217225955624972,-0.09434710088948775,-0.0890173094434586,-0.09601608728419415,-0.13915686242902853,-0.0890173094434586,-0.09601608728419415,-0.14000752661327762,0.04011799925210257,0.026422819670309242,0.044898321662311634,0.029730942249402523,-0.09108733713061677,-0.08318357175208577,0.012178062505283617,-0.015563071790057578,0.11457588238886128,0.09317533373131931,0.07187513208882486,0.09103074715836378,0.23758579984380734,-0.35106856183267204,-0.2872987498857045,-0.3547164732528594,-0.17453942684702337,-0.06695069176126661,-0.3339771206555551,-0.2775823461315508,0.018059516914403814,0.05391289358709646,-0.12206387269879007,0.09568572728623262,0.03533782387207686,0.039111418707095606,0.01727755111871203
drag_gears,0.1227182616972415,-0.47436906569182113,-0.9165301746876249,-0.923479368895864,-0.9311092179218062,-0.9254214115198149,-0.32181610253866294,-0.9472172835017426,-0.8668099063123682,-0.8988337977213576,-0.8294270376148176,-0.8127438915777279,-0.9115247731207341,-0.9309419151702114,-0.9503205009863593,-0.9542296032758323,-0.9603736667275694,-0.7906316619062946,-0.9469396812824397,0.8530751387337634,-0.4314956676110482,0.3911912886474709,0.8281200599509195,0.8376468369352748,-0.9624492137066579,-0.9556145144975325,-0.6901162185673209,-0.7408309326777869,0.46486523140279606,1.0,-0.5615569794561407,-0.9165301746876249,-0.9234793688958639,-0.9311092179218062,-0.9254214115198153,-0.321816102538663,-0.9472172835017428,-0.8668099063123683,-0.10445906804282214,-0.5891603301610574,0.15241055518590313,0.09779359368955358,-0.2620948890560109,-0.0454562201482096,-0.34584128394135516,-0.372754981472934,-0.33012599093006056,-0.3890902529562967,-0.24225559699061427,-0.20940271875162628,-0.31393654589895964,-0.29838486474135945,-0.07755698560322895,-0.299003867102862,-0.2814740892523792,-0.06542121152873247,-0.3705603265314343,-0.26146272866036985,-0.07280739668038157,-0.3402188521866243,-0.2620948890560109,-0.0454562201482096,-0.3618874253192989,-0.2620948890560109,-0.0454562201482096,-0.3679134241157507,-0.6123829287836398,0.3769562879716591,0.0363830067698439,-0.2597688431707212,-0.027681019634515452,-0.28670480520101943,-0.25587241893294616,-0.23326522988645743,-0.17940554665892267,-0.23640987557382648,-0.19832411004130096,-0.15218524209550433,-0.30773764273984194,-0.06737544910524994,-0.3758623643412607,-0.28230049815805314,-0.04130478057699876,-0.32348153032613536,-0.27478641655457886,-0.04184643716491289,-0.3030492274159933,-0.2597688431707212,-0.027681019634515452,-0.3170031112064963,-0.2597688431707212,-0.027681019634515452,-0.317528469851806,0.08008497008703926,0.051100737363341184,0.09212643358253078,0.05523927415035952,-0.3012153543288279,-0.2984270629370745,-0.010582023641671686,-0.00680683862116382,0.25211036121298047,0.21466782678913812,0.12349655494257981,0.2604367088209075,0.5398291701131039,-0.5954490093880549,-0.5808440156425485,-0.599888320494277,-0.25736066224354004,-0.08222152360991734,-0.5994898692377962,-0.5728364202808757,0.03366305646391781,0.09195363250374608,-0.21874221806452926,0.12949659121952217,0.06874886314992779,0.07976109379319299,0.1016922993142113
fuel_fuel_coef,-0.15476731612685968,0.23185191979519384,0.5082478387047477,0.5403240686007278,0.5257801756946623,0.5961171251654152,0.38718055826484005,0.5213561545661621,0.28149002394041284,0.5422525214535346,0.341454588511407,0.33048489925194674,0.4979319769699634,0.5396883166511927,0.5726290789948427,0.529877546736155,0.5733636094512247,0.6774302685078706,0.5384418945781266,-0.29873002281357847,0.31962574969048685,-0.5293097750734134,-0.5598832699452738,-0.5701762563923914,0.5076718956486747,0.543107779588675,0.3239981422907595,0.32013658539515244,-0.2536780927960518,-0.5615569794561407,1.0,0.5082478387047477,0.5403240686007277,0.5257801756946623,0.596117125165415,0.38718055826484005,0.5213561545661619,0.2814900239404127,0.18243656501558478,0.18671875399229465,0.010101841436193953,0.07622724855825981,0.10306723321186263,-0.0990197010573115,0.20957818244608836,0.1546621470252272,0.14762199528763095,0.24222745124874007,0.08993058327447387,0.08639613041129388,0.15551271641488823,0.11401604432988942,-0.09557405884533296,0.18562568501760113,0.11775141035039412,-0.10074212964335769,0.22893074539403893,0.0885044947858379,-0.08469154722526584,0.1965556941534394,0.10306723321186263,-0.0990197010573115,0.2315599919739388,0.10306723321186263,-0.0990197010573115,0.22826971842073582,0.17458038081455737,-0.03748254822255038,0.14441835396224798,0.08310773555504569,-0.061248043822492604,0.16932331013658455,0.1692788184837197,0.18038848684215847,0.25407000337572877,0.0643724953927208,0.09115452593703519,0.16338171057371254,0.1078391186529422,-0.04493656745933934,0.2342924302409869,0.1019174739505517,-0.05848814995051099,0.2078825277868086,0.09087616055031948,-0.06315496919138744,0.18568035405915817,0.08310773555504569,-0.061248043822492604,0.19870753040593872,0.08310773555504569,-0.061248043822492604,0.19503832515325625,-0.050774952297301015,-0.03672316633667206,-0.05529794268812453,-0.039829477316348415,0.17455329261519248,0.17158102265774322,0.0031776528352766157,-0.014412123457067699,-0.13278348888368804,-0.056114927083155554,-0.07575045794362041,-0.1699712632018251,-0.300121265283676,0.25345499053304427,0.23446132697689392,0.2553524447171849,0.09877998196555426,0.030222203272107808,0.26027598279622033,0.23081792415243085,-0.02618679949505961,-0.04265046245460134,0.0872607532038703,-0.03224017288503541,-0.03124835097308178,-0.04840108633293471,-0.047287312388111694
limits_MTOW,-0.09669012489043965,0.5654300709009589,1.0,0.9986259522999681,0.9987270469219771,0.9926054512856461,0.20519445830864164,0.9657662101897202,0.9115007844588084,0.9951953549376078,0.9678594611951717,0.9630560096930024,0.9921585102032552,0.984781704687951,0.9901154528108752,0.9928848403236509,0.9868010265595004,0.9181519529906406,0.9790837057773222,-0.8725667082496498,0.6235346635033364,-0.35478087930693714,-0.7674699917850536,-0.8417827978016744,0.9673839995633498,0.955654722388888,0.8378301857074502,0.8533439136564813,-0.6225604405544198,-0.9165301746876249,0.5082478387047477,1.0,0.9986259522999681,0.998727046921977,0.9926054512856461,0.20519445830864164,0.96576621018972,0.9115007844588081,0.05076221334988254,0.630536222485141,-0.09810116973320931,-0.1707449714593135,0.27447790468419775,0.058274093937563456,0.3500306376547353,0.36830885135506836,0.33327276309141224,0.3649291113229308,0.22685055730298803,0.20539431934193203,0.3179601139609785,0.29083394159538434,0.078161193717315,0.2980000577873617,0.28766188874828025,0.07428288758894776,0.35998068389261917,0.2438620017765217,0.1170079830692496,0.31349530026071404,0.27447790468419775,0.058274093937563456,0.3688931130132813,0.27447790468419775,0.058274093937563456,0.3745756180348057,0.6567753408559192,-0.3391640491738712,-0.11802865630729202,0.24223206348589443,0.026492311651777685,0.2789451253675899,0.23859044460538698,0.2271802561892511,0.16003505184844463,0.19638430943400179,0.1765841671594277,0.1434824337198739,0.2881241463219487,0.06412875084919391,0.3826622906441395,0.26455527116475525,0.03929187758759567,0.307770837663562,0.23124058777027443,0.06715845570795381,0.2718937113181371,0.24223206348589443,0.026492311651777685,0.31282486649429603,0.24223206348589443,0.026492311651777685,0.31296023715624177,-0.07637790107372339,-0.04904318216379742,-0.08678594731638961,-0.05332660109742898,0.26443630590292677,0.2594589766253911,0.0037803526659967593,0.007795060514549474,-0.24210881041787335,-0.19200859904929582,-0.11613189686890231,-0.23356921414221174,-0.519806593426041,0.6009954523463378,0.5855031861406006,0.6063723789081019,0.28569948762169833,0.09206211851904476,0.6024094958609219,0.5810157232601864,-0.034034131607957076,-0.09947204881552528,0.22128155191651167,-0.1345895427690387,-0.0682007564391855,-0.07611500281455588,-0.08853896657553538
limits_MLW,-0.10078767062914029,0.5607708996471583,0.9986259522999681,1.0,0.9989408192531386,0.9953604868430379,0.21444699440028497,0.9652099176579855,0.8970500080800705,0.9946055660970029,0.9556807779405507,0.9510010200820158,0.993161561916972,0.9831535356153469,0.9930850623626417,0.9938268592919194,0.9914361971642729,0.9224670923157215,0.9779989913862307,-0.8624360159541288,0.6017479676392047,-0.36511907156652385,-0.7840620722146674,-0.8496519483213694,0.9683023396639864,0.9588836617418605,0.8425832626632845,0.8444187600033474,-0.6364546816318037,-0.9234793688958639,0.5403240686007277,0.9986259522999681,1.0,0.9989408192531386,0.9953604868430379,0.214446994400285,0.9652099176579856,0.8970500080800701,0.05289422516692712,0.6305612330435882,-0.0983620557092217,-0.16843103971847073,0.274451880483482,0.057422655171615385,0.3516583827138236,0.36910303346475365,0.3335625033879117,0.3665898104169262,0.2286955695913861,0.206264530377686,0.31816673330964945,0.2913595996881693,0.07733200114039587,0.29887314104552515,0.2880523396537369,0.073348112555497,0.36222039045626503,0.24441596297883916,0.11543191496326405,0.31556603141980416,0.274451880483482,0.057422655171615385,0.37086932288542973,0.274451880483482,0.057422655171615385,0.37637473195178417,0.6553224024505633,-0.3395964285433447,-0.11450842545284148,0.24176064161187963,0.0279467336548914,0.27944420619048915,0.23984842011519647,0.22918633260654803,0.16294198661473314,0.19761978185418735,0.17844319599525008,0.14562681571375127,0.28771233913105915,0.06551949504977554,0.3839620694488837,0.26446116546970944,0.04079411114568112,0.3096230204383355,0.23225538684729505,0.06744249976229198,0.27415178107828164,0.24176064161187963,0.0279467336548914,0.31402752899222625,0.24176064161187963,0.0279467336548914,0.31403622044159846,-0.07701669386029643,-0.04992955570962947,-0.0874492338753246,-0.05425537049169155,0.26645540606584306,0.2613629198485816,0.0036411911312762683,0.007459542173728528,-0.24304137413729493,-0.19206392315900458,-0.11788197963749608,-0.23685669249094868,-0.5222293288688177,0.6002565546965939,0.5827540162550066,0.6055626446876057,0.2829792618194885,0.09107277160980716,0.6013206541662455,0.5778538498863356,-0.03462942101326215,-0.09922632252749829,0.2208963533751975,-0.13404570781686917,-0.06815714203123664,-0.07659744737626736,-0.08848550156461418
limits_OEW,-0.09924187938986301,0.5585664008062183,0.998727046921977,0.9989408192531386,1.0,0.9937992543263509,0.21627018170433449,0.9695354361176245,0.9086554420439856,0.9933426136204387,0.9584492601562434,0.953685861451978,0.9921563800613894,0.9865862026189695,0.994223189561284,0.9965055067424431,0.9931122473297419,0.9112074542337261,0.9817366783923394,-0.8727396454856295,0.5982254460320447,-0.35307450660893613,-0.7789459259494301,-0.8444500635722507,0.9728318532865696,0.9667305007408593,0.828629093975152,0.8386848400481515,-0.6162376156423254,-0.9311092179218062,0.5257801756946623,0.998727046921977,0.9989408192531386,1.0,0.9937992543263509,0.21627018170433474,0.9695354361176244,0.9086554420439854,0.05479616802936841,0.6283879641092626,-0.1074427284753945,-0.16496161896573464,0.27465840230210226,0.05833044382377467,0.3530093774855965,0.3712376554468771,0.3344938776516177,0.37088376232958603,0.23068609277620897,0.2066510672052555,0.3189360672075145,0.2918592076716693,0.07877173596225684,0.2982844443232734,0.28857553877672676,0.07487588970429132,0.3648440639427052,0.24816290686005632,0.11334732945374176,0.3201408379972486,0.27465840230210226,0.05833044382377467,0.3721424106019564,0.27465840230210226,0.05833044382377467,0.3779006543089632,0.6551703705641501,-0.349047675819607,-0.11087874308520455,0.24384384426616146,0.029985524985526108,0.28267766208051065,0.24208611891026288,0.22862687149446423,0.1649483840591639,0.2033215853661926,0.1801438921605355,0.14415420584790087,0.2893841448604716,0.067487947593907,0.3835290068813951,0.2665767081660243,0.04313530444350471,0.3134914512670482,0.23868108785559097,0.06551448817274376,0.2805872015849737,0.24384384426616146,0.029985524985526108,0.3166714996122188,0.24384384426616146,0.029985524985526108,0.3168369943504703,-0.07717210557964466,-0.049686059422994845,-0.08774715230717754,-0.053944893769507424,0.2701183933654733,0.2656509859661259,0.0052051843290762765,0.008131528285967823,-0.24545100795057506,-0.19956640305889142,-0.11807617369265336,-0.23988117847373305,-0.526369533135932,0.6052591037332685,0.5896755595852812,0.6105468259090838,0.28378443639112866,0.09111351947273617,0.6073191094151379,0.584900721932599,-0.03441800351556085,-0.09904024589131623,0.22240848030450125,-0.1351824997928177,-0.06828458256116743,-0.07671585299360117,-0.09029258777506843
limits_MFC,-0.1031915545550005,0.5523807710227513,0.9926054512856461,0.9953604868430379,0.9937992543263509,1.0,0.23074629837805222,0.9607743312274595,0.8782195785278245,0.992396731132435,0.9407345182304445,0.9335226600825003,0.9809935206630238,0.9832801938153356,0.9929620121702312,0.9891018577388396,0.9889826808935833,0.9452800681435917,0.9758637821711889,-0.8401780541275412,0.6227517118145212,-0.3911508492760515,-0.7790137620332781,-0.8481558651239128,0.960251503168437,0.9571824957238045,0.8164191493458912,0.8267399942278502,-0.6050848985465707,-0.9254214115198153,0.596117125165415,0.9926054512856461,0.9953604868430379,0.9937992543263509,1.0,0.23074629837805224,0.9607743312274595,0.8782195785278252,0.06447949367142485,0.6048031567396983,-0.09673354214729513,-0.15042013714654873,0.264474482923002,0.0375515759415202,0.3515875616668967,0.35777865367307726,0.3232739139002533,0.3748631679259151,0.2198501422535807,0.19780212445125653,0.31423247509339525,0.2799453774639112,0.055700812701612916,0.29702121859329356,0.2792233376526025,0.05200424429613018,0.36562138767786295,0.2326048622376248,0.09530352561976503,0.31760254834205814,0.264474482923002,0.0375515759415202,0.373223398563661,0.264474482923002,0.0375515759415202,0.37781578188879555,0.6270660499501463,-0.3229872454513083,-0.09275258337812411,0.23398722861775434,0.0120266974323455,0.2830028038025048,0.2386254327386182,0.22755464381133184,0.18666036704085084,0.18881434115312837,0.17128791232827148,0.15475408777125654,0.2771192580661507,0.04736927074051835,0.381705759938955,0.2570613158465837,0.02388864115483203,0.31484489187947967,0.22166517791947873,0.05189689701494337,0.2771090600808547,0.23398722861775434,0.0120266974323455,0.31843977388460804,0.23398722861775434,0.0120266974323455,0.3179701217540914,-0.07784804831244092,-0.05091736024899081,-0.08799986630345108,-0.05505909249044598,0.2673331493528249,0.2622604407128519,0.0037325163754147414,0.005567628024638495,-0.24114271280598623,-0.18875810392355635,-0.11701751170525199,-0.23591648627878134,-0.5170040483142545,0.5950303018170244,0.5745377794168366,0.6002170068116645,0.27765903481246346,0.08996560624144125,0.596982596626728,0.5704761291503034,-0.035380187906490355,-0.09727122981677137,0.21739759945618065,-0.12822284218725757,-0.06613962235775395,-0.07747721440088974,-0.09259428583918757
limits_VMO,-0.12800985576242085,0.07250146065476509,0.20519445830864164,0.214446994400285,0.21627018170433474,0.23074629837805224,1.0,0.42408766833345307,0.39038479643342977,0.20362420974499823,0.08563410063253866,0.046479765768051975,0.17228363441656866,0.29308056395994303,0.27811420162537415,0.23160212613106682,0.24960240284925664,0.220882399926012,0.36511665980920044,-0.4943423476705454,0.32613965539149326,-0.1541507823159811,-0.25600190777908677,-0.2580006912225243,0.3632996734172267,0.3333291710206484,-0.16190041936107868,0.07958351067215204,0.3629325626636662,-0.321816102538663,0.38718055826484005,0.20519445830864164,0.214446994400285,0.21627018170433474,0.23074629837805224,1.0,0.42408766833345307,0.39038479643342994,0.2798522077019058,0.07632738516041625,-0.04609685063543181,0.2148396496922526,0.17078963779192252,-0.057413808996131854,0.14495645235584811,0.1644660156197006,0.17491906826049466,0.18354127643753038,0.15743591974876106,0.16137942053163487,0.13488167514880162,0.192431363227638,-0.034690233290472466,0.14132227066919306,0.1797006295508284,-0.0615568778166531,0.15572754707161468,0.18797033080010386,-0.07982839843725678,0.146885239524718,0.17078963779192252,-0.057413808996131854,0.1535194650151088,0.17078963779192252,-0.057413808996131854,0.14944985407273922,0.05590580450444352,-0.112935855625342,0.2801263027772142,0.19016578097242356,-0.03803716748111627,0.10950954133664516,0.16871617719897217,0.17607952252693818,0.12549125046225373,0.17024977851904263,0.1666190254307307,0.1918790897700918,0.20909417666399283,-0.018313732125256287,0.15822749735775707,0.19749507548447837,-0.03914194192550403,0.12764053620814916,0.2042287216314993,-0.053886018795971734,0.11717880425501699,0.19016578097242356,-0.03803716748111627,0.12069632808297931,0.19016578097242356,-0.03803716748111627,0.11777500028843509,-0.024049417860352935,-0.018799700415593146,-0.029444748588370456,-0.020342916671042627,0.15116645048425464,0.1512817053766327,0.008610587650546637,-0.017007237490375398,-0.10070192317618971,-0.033659855946555,-0.04285050828249564,-0.14722041316212006,-0.262428239466219,0.12794245192452514,0.20794324123006933,0.12876641171490177,0.057616340784033826,0.011663829723599771,0.13975453905374025,0.2089326002813715,-0.01265584320898812,-0.039434316774065024,0.05971104550483566,-0.014850067058571538,-0.027574944468671477,-0.023872947731017717,-0.028329694148999898
limits_MMO,-0.12486751651193799,0.5306522391610399,0.96576621018972,0.9652099176579856,0.9695354361176244,0.9607743312274595,0.42408766833345307,1.0,0.9567800587610861,0.9529968492584378,0.9088285344610959,0.8925900124406728,0.9517359704483266,0.9767141101825473,0.9786406328080796,0.975923666428599,0.9721917249708302,0.8620061209240916,0.9947407077332567,-0.9454490460507649,0.6246750873356252,-0.3619662145841634,-0.7830928437233341,-0.8445765371372698,0.9928216077656644,0.9678318544761455,0.7207260692735069,0.81565933203658,-0.4609144114868963,-0.9472172835017428,0.5213561545661619,0.96576621018972,0.9652099176579856,0.9695354361176244,0.9607743312274595,0.42408766833345307,1.0,0.9567800587610863,0.11784683400612128,0.6114510815964503,-0.11574068311573647,-0.1046061121927533,0.2912037732561793,0.04316269448650845,0.3544570007888584,0.3861235629980341,0.3554596908291319,0.3857358786209816,0.24794271164710183,0.22935406581506015,0.32600966938396797,0.3177211385481051,0.07164198102202374,0.31071896951086225,0.30688057688002957,0.05918380091433874,0.36960358742201205,0.2745363169483504,0.08583156493046289,0.32924681305426223,0.2912037732561793,0.04316269448650845,0.37316030096493036,0.2912037732561793,0.04316269448650845,0.37821000770444296,0.6328176257631051,-0.3572305708418459,-0.040543067123240524,0.2767252700248214,0.01675557758825482,0.28259043539694395,0.2666230258979195,0.2539571191640581,0.17120430814598317,0.23200084042504157,0.20742291987302097,0.16822884905148666,0.32591182318068673,0.058190035869627364,0.39016906302824544,0.29905152432727383,0.028910574946111812,0.31444703301433213,0.27467107118535744,0.046463913363673566,0.2825747904560443,0.2767252700248214,0.01675557758825482,0.31592835661572527,0.2767252700248214,0.01675557758825482,0.31569537170640105,-0.07770334508943037,-0.049646519852956345,-0.08920135695634249,-0.0539179718598415,0.29205410917627794,0.2879810870771416,0.00727744963647995,0.0045502782391756025,-0.25325693607158845,-0.19630974004598695,-0.11987030615749462,-0.2561874939623932,-0.5518441336893031,0.597767622685919,0.6018691543406866,0.6028818439098445,0.279631621229467,0.08834470543007937,0.6023037582618275,0.5972694082371125,-0.034001600161141246,-0.10138307945989714,0.22325649234331466,-0.13189132331826625,-0.07181121489288109,-0.07729596366601094,-0.09107207226835347
limits_ceiling,-0.10230102353198796,0.5194278900094997,0.9115007844588081,0.8970500080800701,0.9086554420439854,0.8782195785278252,0.39038479643342994,0.9567800587610863,1.0,0.8882812641883115,0.9092222463691336,0.8933071674767592,0.8911712003423136,0.9236969706541066,0.9049517034753061,0.9149292678407402,0.8925833793615157,0.7509529432876304,0.9461539554851942,-0.978825491575131,0.668075862013006,-0.2569505303248757,-0.667843091117252,-0.7557366306992972,0.9452384154898232,0.9032683171735861,0.6507134582528341,0.8143936856725781,-0.35653524077643156,-0.8668099063123683,0.2814900239404127,0.9115007844588081,0.8970500080800701,0.9086554420439854,0.8782195785278252,0.39038479643342994,0.9567800587610863,1.0,0.10528624911734218,0.5951828066604137,-0.11863728100788172,-0.11166297675949913,0.286167617997589,0.05810205264136226,0.3254688576116893,0.3743584381215124,0.34796854944495426,0.35421411232505096,0.23616571850089976,0.22384608858287805,0.30936292551979255,0.31196884957019644,0.08882632937524372,0.29023203127284397,0.2987592400547586,0.07512865641249533,0.33562424398533225,0.2731987094444211,0.0979387677750598,0.30144551007750187,0.286167617997589,0.05810205264136226,0.33992576578680234,0.286167617997589,0.05810205264136226,0.34624616465683056,0.6232847151977398,-0.35961801173697777,-0.05784700097680999,0.27947718945136807,0.01994781783675398,0.26033328862294647,0.2529652951863301,0.2360694690532607,0.12771891620534465,0.23034763247475132,0.19966341140981336,0.14207670504504943,0.32758445115432255,0.06162300787587283,0.3619350865341267,0.29837845474634667,0.03188146223904305,0.28350749889716187,0.2751538155305294,0.05062175863240129,0.2548966564546972,0.27947718945136807,0.01994781783675398,0.2879447645254497,0.27947718945136807,0.01994781783675398,0.28866182913984495,-0.0700623983840892,-0.042093789053573034,-0.08141439566365244,-0.04593056690422102,0.27348515838698323,0.27046460954542256,0.008543296993165122,0.007459777874006056,-0.2397850429764711,-0.19345767602486125,-0.10705576922582408,-0.23249463031792053,-0.5219976017214784,0.574868180757795,0.5936423715670582,0.580037179150472,0.2808460553233935,0.08854624157383699,0.5806466451842865,0.5908822826868823,-0.02877749157556178,-0.09901882971243663,0.21729810270249814,-0.1324865210487251,-0.0709287950376078,-0.07032732481126089,-0.08420744540802805
clean_e,0.05520199078952643,0.02394031544515201,0.05076221334988254,0.05289422516692712,0.05479616802936841,0.06447949367142485,0.2798522077019058,0.11784683400612128,0.10528624911734218,0.05446867963735615,0.015038152748259296,-0.00013720558184626466,0.04328679526911538,0.06839207311234127,0.07083732942204642,0.06318250135714401,0.06566153239068873,0.06538155224025351,0.10098246948717739,-0.14079107501502888,0.14982099190733833,-0.1846111890130464,-0.13017976833581607,-0.12952123838871368,0.10937910095744402,0.09516341785652019,-0.10758383407393193,-0.00313653793124579,0.18185899279573087,-0.10445906804282214,0.18243656501558478,0.05076221334988254,0.05289422516692712,0.05479616802936841,0.06447949367142485,0.2798522077019058,0.11784683400612128,0.10528624911734218,1.0,0.011406220189482074,0.0095637158723487,0.09589033483612687,0.047838661757503086,-0.08168986264708353,0.07129991269193943,0.04929622547887611,0.05514599402322215,0.1020050494054544,0.03402072986138036,0.041520102973791495,0.06971707325104545,0.06009506504000305,-0.07195115725463187,0.07795324835893458,0.053308784498010624,-0.08510758329516806,0.07191703341500864,0.029412875001583953,-0.0707458135891002,0.07078597305049095,0.047838661757503086,-0.08168986264708353,0.07696446810580855,0.047838661757503086,-0.08168986264708353,0.07482465639675694,0.002230179004161396,0.019501355497153827,0.12089277283145367,0.08496680969103498,-0.10666633649957974,0.06444977832862855,0.07220490744614076,0.07115208950895084,0.10582818545996833,0.030522292774541836,0.037556469673066376,0.08813389169518744,0.0955633462613167,-0.09708331589401646,0.07904838621174302,0.08967147608676865,-0.10914813874391308,0.06429701100023513,0.028563615619112488,-0.06211837921037993,0.027902455652362993,0.08496680969103498,-0.10666633649957974,0.07098145169052986,0.08496680969103498,-0.10666633649957974,0.06931497880147872,-0.022135072708973445,-0.01788792307120108,-0.022346879698901635,-0.01830135046923612,0.07089220843140757,0.06421693486059593,-0.010620996782323342,-0.01876664406233463,-0.031272783407082665,0.014762260286273116,-0.02242171631060042,-0.03254349090028632,-0.08130124871560918,0.024151909423623056,0.04965278101499396,0.02486736022215973,0.03801483629863933,0.018827888593002266,0.03261148276722019,0.05310037107143673,-0.013000733082996783,-0.015270361179681176,0.030188192146549424,0.0063584968522205935,-0.012313193049584035,-0.02413279156222697,-0.03872098327178286
